"prob_gron","prob_todd","prob_epcon","prob_u.asam","prob_u.dr"
0.9,0.03,0,0,0
16.69,34.69,9.8,0.15,0.28
1.05,0,0,0,0
14.81,30.04,8,0.03,0.01
5.44,12.32,2.4,0.02,0.01
0.98,1.38,0,0,0
4.63,14.76,0.78,0,0.01
2.2,5.86,0,0,0
3.45,12.9,0,0,0
24.07,36.45,18.48,1.14,1.12
1.42,3.48,0.03,0,0
10.99,30.72,3.38,0,0
4.92,15.17,0.77,0,0
1.16,0.04,0,0,0
10.85,21.79,6.46,0.08,0.08
7.02,21.06,1.5,0,0
17.9,33.82,11.05,0.1,0.11
0,0,0,0,0
13.27,41.51,1.83,0,0
1.14,3.11,0.06,0,0
1.67,4.29,0.36,0,0
0.02,0,0,0,0
10.03,27.42,3.38,0,0.02
4.51,17.92,0.08,0,0
2.06,7.96,0.01,0,0
0.38,0,0,0,0
1.11,2.85,0.11,0,0
1.1,0.57,0,0,0
5.7,26.16,0.03,0,0
0.01,0,0,0,0
0.93,0.49,0,0,0
1.01,0,0,0,0
1.2,2.54,0.08,0,0
4.52,13.38,0.81,0,0.01
0,0,0,0,0
1.54,2.85,0,0,0
4.75,11.69,1.69,0.01,0.04
5.43,23.84,0.01,0,0
1.09,0.01,0,0,0
0.75,0,0,0,0
1.12,2.46,0.01,0,0
53.28,77.99,45.23,0.02,0.1
0,0,0,0,0
1.85,0.25,0,0,0
4.16,20.52,0,0,0
6.58,23.75,0.88,0,0
14.27,40.79,0,0,0
3.74,10.42,0.68,0,0
18.26,38.17,9.84,0.01,0.04
0.35,0,0,0,0
0,0,0,0,0
14.46,35.62,6.26,0,0.01
0.91,2.64,0.17,0,0
1.06,0,0,0,0
0,0,0,0,0
1.27,0.64,0,0,0
1.09,0,0,0,0
0.89,0,0,0,0
1.26,0.85,0,0,0
0.61,1.35,0.08,0,0
38.8,58.48,30.27,1.76,1.62
0.69,1.26,0,0,0
1.21,0,0,0,0
1.38,1.41,0,0,0
1.5,2.18,0,0,0
1.03,2.72,0.05,0,0
0,0,0,0,0
3.21,16.93,0,0,0
1.3,0.35,0,0,0
13.91,26.26,7.83,0.15,0.24
2.93,9.47,0.13,0,0
6.68,22.26,1.2,0,0
7.76,25.07,1.72,0,0
1.11,0.35,0,0,0
0.89,1.07,0,0,0
13.24,29.94,6.37,0.03,0.03
2,5.95,0.11,0,0
1.32,2.97,0,0,0
1.55,2.69,0,0,0
0.02,0,0,0,0
20.59,34.77,14.18,0.14,0.18
11.85,34.75,2.58,0,0
16.92,47.56,1.23,0,0
3.68,7.77,1.91,0.06,0.05
1.14,2.68,0.01,0,0
0.94,1.11,0,0,0
0.97,2.43,0.05,0,0
1.34,1.41,0,0,0
0.82,1.56,0.05,0,0
1,0,0,0,0
0.45,0.28,0,0,0
5.45,13.7,2.11,0,0
1.87,4.95,0,0,0
2.74,10.8,0,0,0
0.87,0.22,0,0,0
2.09,5.38,0.27,0,0
0.06,0,0,0,0
9.69,28.08,3.31,0,0
1.07,0,0,0,0
0,0,0,0,0
6.12,27.5,0,0,0
25.85,59.61,3.09,0,0
8.45,24.96,1.83,0,0.01
0,0,0,0,0
1.16,0.71,0,0,0
1.89,5.55,0.15,0,0
39.17,64.99,28.04,0.03,0.06
1.41,3.17,0,0,0
0,0,0,0,0
10.7,32.02,2.66,0,0
5.37,18.52,0.43,0,0
3.1,10.53,0.15,0,0
0.67,0.43,0,0,0
1.12,3.52,0.04,0,0
12.18,38.79,2.82,0,0.02
0.08,0.05,0,0,0
4.94,14.18,1.22,0,0
18.52,32.71,12.31,0.36,0.37
0,0,0,0,0
0.22,0,0,0,0
0.58,0.38,0,0,0
0.04,0,0,0,0
0.03,0,0,0,0
24.91,50.42,14.57,0.01,0.07
5.02,19.6,0.09,0,0
1.28,0,0,0,0
2.18,5.2,0,0,0
0.52,0.56,0,0,0
3.5,9.36,0.88,0,0
0.38,0.47,0,0,0
2.06,6.32,0.22,0,0
6.83,13.11,3.89,0.07,0.06
1.72,4.92,0,0,0
0.72,0.51,0,0,0
14.92,40.95,3.22,0,0
10.69,23.23,5.35,0,0.01
1.78,2.63,0,0,0
0,0,0,0,0
0.29,0.03,0,0,0
3.88,12.69,0.65,0,0
0.94,0.04,0,0,0
1.33,3.44,0.16,0,0
15.7,31.71,9.15,0.02,0.03
2.92,9.41,0.76,0,0.01
16.06,31.14,9.74,0.08,0.1
15.28,33.12,8.93,0.03,0
35.05,51.52,27.15,1.42,1.26
2.34,9.41,0,0,0
6.83,37.87,0,0,0
23.87,44.7,14.75,0.06,0.08
2.9,6.35,1.26,0.01,0.03
0.91,0.04,0,0,0
0,0,0,0,0
0.01,0,0,0,0
1.95,4.8,0,0,0
1.02,0,0,0,0
0.92,2.76,0.12,0,0
3.32,20.08,0,0,0
12.18,39.78,0.06,0,0
0.63,0.95,0,0,0
1.47,2.68,0,0,0
16.7,32.84,10.02,0.05,0.08
0.05,0.02,0,0,0
38.36,61.65,28.29,0.21,0.3
0,0,0,0,0
29.83,51.91,20.68,0.17,0.25
2.07,5.73,0.07,0,0
3.13,12.03,0.07,0,0
0,0,0,0,0
0.17,0,0,0,0
7.09,20.68,2.11,0,0.01
4.41,8.29,2.56,0.04,0.03
1.24,0,0,0,0
0.98,0.72,0,0,0
1.41,3.35,0.17,0,0
3.53,13.11,0.17,0,0
6.53,29.51,0.05,0,0
18.61,32.68,12.4,0.48,0.36
2.57,7.78,0.65,0,0
14.09,33.93,6.93,0.05,0.09
14.29,41.16,3.54,0,0
0.99,0,0,0,0
12.67,42.16,0.33,0,0
0,0,0,0,0
0.64,0.14,0,0,0
0.18,0.29,0,0,0
2.34,6.75,0.28,0,0
1.36,1.78,0,0,0
12.02,32.8,3.31,0,0
0.12,0.11,0,0,0
0,0,0,0,0
0.19,0.07,0,0,0
1.88,5.03,0,0,0
0.84,2.14,0.03,0,0
0.29,0.05,0,0,0
0.34,0.14,0,0,0
0,0,0,0,0
5.25,15.02,1.13,0,0.01
0,0,0,0,0
0.33,0.06,0,0,0
2.15,4.61,1.24,0.02,0.03
1.06,0,0,0,0
2.51,8.43,0,0,0
5.98,15.7,2.29,0,0
16.25,32.02,9.02,0.03,0.05
0.39,0.01,0,0,0
4.02,21.67,0,0,0
1.03,0,0,0,0
0,0,0,0,0
0.32,0.17,0,0,0
1.09,1.23,0.01,0,0
3.49,8.53,1.06,0,0
0.58,0.03,0,0,0
10.44,36.38,1.22,0,0
1.57,3.51,0.04,0,0
0,0,0,0,0
0.04,0,0,0,0
0.36,0.15,0,0,0
0,0,0,0,0
1.14,0,0,0,0
1.1,0,0,0,0
1.69,2.61,0,0,0
5.7,22.11,0.2,0,0
6.11,17.08,1.75,0,0
0.7,1.33,0,0,0
0.49,0.65,0,0,0
0.33,0.03,0,0,0
1.94,5.88,0,0,0
8.69,19.81,4.18,0.06,0.04
4.27,9.47,1.92,0.01,0.01
0,0,0,0,0
32.6,55.27,22.56,0.39,0.56
0.22,0,0,0,0
33.56,53.48,24.67,0.48,0.6
11.06,37.13,1.52,0,0
1.94,5.83,0.11,0,0
4.08,14.52,0.25,0,0
5.68,26.58,0,0,0
5.89,20.2,0.97,0,0
2.47,9.44,0,0,0
1.15,0.12,0,0,0
0.04,0,0,0,0
20.93,42.82,12.91,0,0.01
0.74,0.13,0,0,0
2.64,8.34,0.06,0,0
3.17,9.89,0.3,0,0
8.08,17.04,4.64,0.04,0.06
12.58,35.43,4.15,0,0
1.4,1.36,0,0,0
1.21,1.26,0,0,0
1.15,0.42,0,0,0
0,0,0,0,0
0.44,0.25,0,0,0
5.44,24.08,0,0,0
1.96,0.01,0,0,0
4.62,16.36,0.22,0,0
1.03,0,0,0,0
3.52,10.52,0.65,0,0
2.52,6.44,0.35,0,0
1.62,4.14,0,0,0
1.95,5.28,0.24,0,0
0.44,0,0,0,0
1.15,2.07,0,0,0
0.42,0.09,0,0,0
0,0,0,0,0
4.35,22.52,0,0,0
5.28,26.37,0,0,0
1.05,0.05,0,0,0
2.37,6.92,0.31,0,0
3.49,16.65,0,0,0
2.72,9.13,0.12,0,0
4.06,11.47,0.99,0,0
6.51,14.47,3.08,0.11,0.05
30.51,46.89,23.63,1.1,0.88
5.35,16.09,0.82,0,0
2.68,7.55,0.03,0,0
0.96,0.03,0,0,0
1.54,4.48,0.08,0,0
1.14,0,0,0,0
0.77,1.81,0.03,0,0
1.21,0,0,0,0
21.24,48.31,9.31,0,0.02
23.43,45.84,13.28,0,0.06
2.02,4.27,0,0,0
4.45,16.62,0.44,0,0.01
0.9,2.1,0.13,0,0
1.25,0,0,0,0
10.64,32.87,2.58,0,0.01
1.27,1.71,0,0,0
0.11,0,0,0,0
1.47,2.23,0,0,0
2.97,11.91,0.01,0,0
1.57,2.24,0,0,0
7.22,29.51,0.39,0,0
4.35,17.69,0.24,0,0
0,0,0,0,0
16.21,25.75,11.74,0.59,0.56
1.32,1.29,0,0,0
1.28,3.5,0.07,0,0.01
1.33,4.28,0.05,0,0
16.73,44.68,4.1,0,0.01
0.13,0.03,0,0,0
0.61,0,0,0,0
0.88,0.36,0,0,0
4.04,16.58,0.04,0,0
0,0,0,0,0
37.89,51.87,31,2.58,2.4
0.75,0,0,0,0
1.59,3.06,0,0,0
0.1,0.09,0,0,0
0.49,0.05,0,0,0
32.9,53.26,24.76,0.36,0.3
3.42,20.58,0,0,0
1.76,4.35,0,0,0
0,0,0,0,0
3.69,12.82,0.06,0,0
0.01,0,0,0,0
1.1,2.69,0.07,0,0
1.02,0.6,0,0,0
15.11,27.94,9.8,0.12,0.18
0.44,0.6,0,0,0
1.46,1.27,0,0,0
0.98,0,0,0,0
13.63,41.63,2.1,0,0
0.62,0,0,0,0
0.11,0,0,0,0
0.39,0.46,0,0,0
6.34,37.09,0,0,0
4.18,21.08,0,0,0
5.33,11.94,2.44,0,0.04
0.36,0.39,0,0,0
0.45,0.15,0,0,0
1.79,5.99,0.04,0,0
2.72,11.38,0,0,0
16.44,44.35,4.23,0,0
2.31,6,0.53,0,0
0.53,0.05,0,0,0
2.06,4.79,0.01,0,0
1.2,3,0,0,0
1.36,3.44,0,0,0
0.88,0.33,0,0,0
0.82,2.07,0.08,0,0
7.25,18.69,2.83,0.01,0.04
6.58,15.34,2.53,0,0.02
1.17,0.42,0,0,0
2.32,0.07,0,0,0
2.73,8.45,0.14,0,0
4.4,20.25,0,0,0
2.16,20.62,0,0,0
1.29,3.11,0.04,0,0
1.27,2.73,0.01,0,0
0.01,0.02,0,0,0
4.11,19.58,0,0,0
1.24,0.07,0,0,0
0,0,0,0,0
5.81,29.99,0,0,0
0,0,0,0,0
50,71.25,40.17,1.09,1.02
2.81,7.34,0.59,0,0
2.52,10.46,0,0,0
24.17,37.64,17.16,1.09,1.04
1.13,3.38,0.11,0,0
0.47,1.11,0.03,0,0
1.27,0,0,0,0
0,0,0,0,0
1.68,4.48,0.14,0,0
0.85,0.5,0,0,0
2.48,9.5,0,0,0
0.83,1.28,0.01,0,0
0.83,0,0,0,0
0.29,0.88,0.05,0,0
1.19,0,0,0,0
6.09,23.71,0.53,0,0
1.2,0,0,0,0
10.67,24.74,5.7,0.04,0.05
0.73,0.22,0,0,0
2.9,7.77,0.62,0,0
0.09,0,0,0,0
10.51,38.03,1.14,0,0
6.24,14.29,2.91,0.02,0
15.25,40.41,1.6,0,0
0,0,0,0,0
9.21,20.54,4.67,0.01,0.03
0.05,0.1,0,0,0
0,0,0,0,0
0.68,1.22,0,0,0
0.28,0.07,0,0,0
4.57,19.83,0,0,0
0.91,0,0,0,0
8.87,26.25,1.9,0,0.01
0.13,0.12,0,0,0
0,0,0,0,0
2.34,6.48,0,0,0
39.02,64.7,27.9,0,0.01
0,0,0,0,0
0.39,0.1,0,0,0
3.52,20.32,0,0,0
0.65,0.1,0,0,0
1.21,1.51,0,0,0
0.6,0.47,0,0,0
2.71,10.95,0,0,0
0,0,0,0,0
0.27,0.01,0,0,0
1.61,1.67,0,0,0
22.61,38.94,15.73,0.26,0.33
0.84,0.04,0,0,0
16.59,46.25,2.4,0,0
0,0,0,0,0
3.15,19.69,0,0,0
0.18,0,0,0,0
0.72,0.05,0,0,0
2.21,0,0,0,0
2.36,7.34,0,0,0
12.87,42.09,0.46,0,0.01
0.45,0,0,0,0
4.87,14.91,1.26,0,0
0.5,0,0,0,0
2.26,6.71,0.45,0,0
1.05,0,0,0,0
0.93,0.01,0,0,0
15.82,40.4,1.09,0,0
16.05,26.03,11.14,0.41,0.44
4.84,22.31,0.05,0,0
4.69,22.3,0,0,0
0.16,0.01,0,0,0
1.04,0.06,0,0,0
0,0,0,0,0
1.02,0,0,0,0
0,0,0,0,0
10.69,41.33,0,0,0
1.5,2.78,0.01,0,0
42.67,66.46,31.53,0.16,0.25
0.78,0.03,0,0,0
82.45,91.09,75.37,9.35,8.28
0.86,0.86,0,0,0
2.66,7.37,0.18,0,0
1.23,0,0,0,0
0.37,0,0,0,0
1.03,0,0,0,0
0.89,0,0,0,0
2.84,10.08,0.1,0,0
3.6,18.17,0,0,0
9.17,36.69,0.07,0,0
2.35,6.75,0.34,0,0
1.03,0,0,0,0
2.3,6.96,0.33,0,0
0.67,0.61,0,0,0
5.67,14.94,1.33,0,0
1.7,2.84,0,0,0
1.09,0,0,0,0
7.25,32.07,0.12,0,0
0.01,0,0,0,0
1.77,3.86,0.01,0,0
0.54,0.94,0.01,0,0
2.09,4.85,0,0,0
0,0,0,0,0
1,0,0,0,0
12.17,31.42,5.2,0.01,0.02
0.4,0.14,0,0,0
0.56,0.69,0,0,0
7.05,39.15,0,0,0
0,0,0,0,0
1.82,2.61,0,0,0
1.56,1.27,0,0,0
0.81,2.04,0.03,0,0
7.63,15.09,5,0.13,0.18
3.78,17.75,0,0,0
0,0,0,0,0
20.43,48.16,8.34,0.05,0.07
0.32,0.06,0,0,0
18.92,48.32,5.97,0,0
0.99,2.02,0,0,0
2.64,7.96,0.34,0,0
0.46,0.09,0,0,0
0,0,0,0,0
10.24,32.48,2.29,0.01,0
1.62,4,0.28,0,0
1.2,0,0,0,0
14.69,44.31,2.11,0,0.01
6.31,30.76,0,0,0
0.42,0.01,0,0,0
1.33,3.07,0.04,0,0
0.9,2.01,0.48,0,0.01
0,0,0,0,0
17.77,29.41,12,0.29,0.28
0,0,0,0,0
14.49,29.89,7.69,0.02,0.03
7.93,23.36,1.75,0,0
1.3,2.78,0.02,0,0
1.7,4.17,0.36,0,0
0.19,0,0,0,0
12.15,32.73,4.66,0,0.01
16.27,31.88,9.81,0.2,0.21
0.04,0,0,0,0
0.77,1.84,0,0,0
1.23,1.1,0,0,0
0.03,0,0,0,0
0,0,0,0,0
7.36,17.77,2.61,0,0.02
0,0,0,0,0
1.35,3.01,0,0,0
2.3,7.67,0,0,0
2.86,10.36,0.04,0,0
1.54,2.89,0,0,0
1.07,0,0,0,0
3.41,9.86,0.53,0,0
0.74,1.88,0.09,0,0
0.69,0.34,0,0,0
1.78,4.68,0.03,0,0
5.02,9.77,2.4,0.03,0.02
0.63,1.61,0.04,0,0
0.54,0,0,0,0
3.47,15.61,0,0,0
2.21,5.37,0.47,0,0.01
1.07,0.12,0,0,0
12.68,33.24,4.51,0.01,0.02
0.03,0,0,0,0
0.82,1.69,0.01,0,0
22.8,44.54,14.39,0.05,0.07
10.64,40.52,0.2,0,0
19.79,45.8,9.57,0.03,0.05
2.09,6.96,0,0,0
0.69,0.06,0,0,0
0.41,0.38,0,0,0
32.03,47.03,24.98,1.72,1.64
21.34,48.58,9.28,0,0.01
0.04,0,0,0,0
1.27,0.23,0,0,0
1.08,0,0,0,0
1.04,0,0,0,0
1.7,3.91,0,0,0
0,0,0,0,0
21.26,56.76,2.2,0,0
0.9,0,0,0,0
0.09,0,0,0,0
2.88,7.3,0.58,0,0
29.44,49.06,21.73,0.58,0.51
23.68,40.61,16.72,0.25,0.22
1.16,0.22,0,0,0
11.98,30.73,3.45,0,0.05
46,65.51,37.51,1.04,1.05
1.61,2.55,0,0,0
1.03,2.32,0.11,0,0
10.18,40,0.28,0,0
1.05,0.12,0,0,0
0.14,0.04,0,0,0
0.22,0,0,0,0
2.18,6.33,0,0,0
0.08,0,0,0,0
0.94,0.08,0,0,0
15.82,45.37,1.01,0,0
0.04,0,0,0,0
13.15,36.38,4.27,0,0
0,0,0,0,0
14.05,22.71,9.53,0.44,0.34
1.01,1.52,0,0,0
27.47,50.27,18.37,0.06,0.11
3.13,14.14,0,0,0
0.77,0,0,0,0
1.29,3.3,0.14,0,0
1.46,0.34,0,0,0
1.53,3.84,0.01,0,0
1.1,0,0,0,0
5.12,11.58,2.17,0,0.01
33.35,52.57,24.87,0.75,0.81
1.63,4.52,0.05,0,0
6.51,34.29,0,0,0
1.38,0.11,0,0,0
12.43,25.31,6.58,0.11,0.06
2.16,7.1,0.01,0,0
12.95,41.98,0.53,0,0
0,0,0,0,0
3.23,12.48,0,0,0
0.92,0.07,0,0,0
9.21,17.54,5.33,0.17,0.14
1.24,1.34,0,0,0
1.36,0.34,0,0,0
0,0,0,0,0
3.19,11.13,0.33,0,0
0.53,0.19,0,0,0
0,0,0,0,0
0,0,0,0,0
0.99,2.05,0.02,0,0
1.24,0,0,0,0
0.7,0.94,0,0,0
15.34,41.62,4.05,0,0
15.07,23.02,10.64,0.79,0.72
0.4,0,0,0,0
0.33,0.38,0,0,0
3.3,12.27,0.08,0,0
1.14,0,0,0,0
4.07,18.48,0,0,0
6.65,38.05,0,0,0
0,0,0,0,0
0.3,0.41,0.01,0,0
0,0,0,0,0
4.77,12.82,1.48,0,0.01
0.61,0.44,0,0,0
4.09,14.06,0.16,0,0
4.23,16.31,0.08,0,0
2.01,5.13,0,0,0
0.92,0.88,0,0,0
11.32,22.16,7.11,0.14,0.19
2.32,7.45,0,0,0
17.11,41.11,7.06,0,0.01
1.66,3.96,0,0,0
3.18,20.13,0,0,0
4.87,18.42,0.29,0,0
11.04,28.08,4.12,0,0
3.93,10.35,1.06,0.01,0.02
0.58,0.86,0,0,0
0.02,0,0,0,0
1.52,4.67,0,0,0
11.2,31.94,3.42,0,0
0.55,0,0,0,0
2.15,7.04,0,0,0
0.57,0.16,0,0,0
0,0,0,0,0
0.82,0.63,0,0,0
8.65,23.45,2.77,0,0
3.4,9.93,0.51,0,0
7.72,21.58,2.12,0,0.01
0.93,1.05,0,0,0
0.28,0.51,0,0,0
5.69,13.6,2.4,0,0
3.5,18.34,0,0,0
7.65,19.75,3.16,0.03,0.03
0.15,0.03,0,0,0
0.1,0,0,0,0
1.17,0,0,0,0
1.64,4.75,0.03,0,0
13,39.17,0,0,0
4.46,19.58,0,0,0
1.94,6.5,0,0,0
12.55,31.92,5,0,0.02
1.01,0.06,0,0,0
2.53,6.43,0.35,0,0
2.04,6.05,0.29,0,0
5.52,18.3,0.62,0,0
0.07,0,0,0,0
1.94,5.17,0,0,0
0.06,0.2,0,0,0
1.43,2.81,0,0,0
0.01,0,0,0,0
0.04,0,0,0,0
13.27,24.87,9,0.25,0.18
18.97,30.99,12.9,0.48,0.44
3.94,19.69,0,0,0
0.55,0.08,0,0,0
1.97,6.4,0,0,0
21.55,34.18,15.97,1.06,0.96
1.52,2.89,0,0,0
2.9,8,0.2,0,0
0,0,0,0,0
1.14,0.11,0,0,0
30.87,53.95,21.09,0.06,0.09
4.06,12.93,0.3,0,0.01
2.52,7.99,0.11,0,0
10.05,26.39,4.21,0.02,0.02
34.75,62.44,22.41,0,0.01
2.53,6.97,0.32,0,0
0.26,0,0,0,0
2.7,8.87,0.09,0,0
0,0,0,0,0
16.63,54.21,2.14,0,0
0.01,0,0,0,0
1.53,5.25,0,0,0
0,0,0,0,0
10.72,17.53,7.61,0.43,0.4
4.39,16.95,0.18,0,0
2.92,11.69,0,0,0
0.97,0,0,0,0
0.38,0.85,0.01,0,0
39.19,62.1,29.01,0.08,0.25
0.01,0,0,0,0
0.94,0.04,0,0,0
0,0,0,0,0
3.81,16.93,0,0,0
11.67,39.39,0,0,0
2,5.4,0,0,0
0.18,0.22,0,0,0
0.17,0,0,0,0
1.26,2.19,0.01,0,0
3.02,6.85,1.29,0.01,0.03
0.14,0.04,0,0,0
1.75,4.39,0.02,0,0
22.81,54.33,6.96,0,0
1.15,1.62,0,0,0
2.47,6.86,0.48,0,0
2.27,8.15,0,0,0
0.73,1.49,0.01,0,0
0.06,0.01,0,0,0
1.39,0.66,0,0,0
0.14,0.06,0,0,0
0.22,0.15,0,0,0
3.13,6.82,1.15,0,0
0.17,0.44,0,0,0
0.55,0.76,0,0,0
1.01,0,0,0,0
18.52,34.86,11.39,0.14,0.27
0.04,0,0,0,0
10.77,36.53,1.24,0,0
3.17,13.82,0.01,0,0
0.66,0.62,0,0,0
2.14,5.32,0,0,0
13.05,39.92,0,0,0
0.19,0.06,0,0,0
21.29,40.06,13.9,0.08,0.11
60.06,71.25,53.01,9.16,7.8
0.48,0.01,0,0,0
0,0,0,0,0
10.25,20.72,6.26,0.21,0.23
1.15,2.45,0.1,0,0
0.53,0.14,0,0,0
0.91,0,0,0,0
16.72,49.02,1.47,0,0
11.48,26.2,5.23,0,0.02
4.75,11.22,2.23,0.03,0.02
1.34,2.02,0,0,0
0.12,0,0,0,0
2.18,7.55,0,0,0
0.79,0,0,0,0
1.87,5.38,0,0,0
1.39,1.45,0,0,0
0.8,1.23,0,0,0
0.95,0.5,0,0,0
21.33,48.9,9.86,0,0.03
5.26,13.5,1.5,0,0
2.28,4.91,0.39,0,0
5.85,14.78,1.79,0,0
6.12,14.64,2.81,0.01,0.02
12.61,25.43,7.3,0.06,0.12
1.14,3.27,0.07,0,0
11.48,39.65,0.07,0,0
1.28,3.04,0.31,0,0
28.26,50.64,19.73,0.1,0.17
6.48,26.04,0.16,0,0
1.18,0,0,0,0
0,0,0,0,0
4.1,20.55,0,0,0
6.6,19.33,1.62,0,0.01
1.12,1.11,0,0,0
0.13,0,0,0,0
2.31,7.68,0,0,0
0.06,0,0,0,0
0.24,0.13,0,0,0
1.49,3.9,0.04,0,0
4.58,23.77,0,0,0
2.96,6.98,1.43,0.01,0
9.17,37.77,0.07,0,0
0.27,0,0,0,0
5.6,25.38,0.08,0,0
0.19,0,0,0,0
2.79,10.09,0,0,0
4.25,19.58,0,0,0
0.67,0,0,0,0
1.06,0,0,0,0
0,0,0,0,0
46.94,64.2,38.03,1.63,1.41
1.11,2.98,0.27,0,0
8.53,17.12,4.99,0.08,0.1
0.47,0.11,0,0,0
0,0,0,0,0
0.81,1.42,0.05,0,0
3.04,8.35,0.46,0,0
5.84,18.59,1.09,0,0
1.48,0,0,0,0
8.61,14.78,4.9,0.07,0.09
0.54,0.08,0,0,0
14.73,45.71,2.04,0,0
0.2,0,0,0,0
31.48,40.32,26.91,5.38,4.69
1.68,6.31,0,0,0
0,0,0,0,0
1.02,2.28,0.01,0,0
2.84,6.26,0.89,0,0
6.16,22.45,0.37,0,0
11.98,30.55,4.47,0.01,0.01
0,0,0,0,0
0.24,0.26,0,0,0
0.02,0,0,0,0
46.45,71.2,35.66,0.02,0.12
0.01,0,0,0,0
1.09,0.04,0,0,0
22.52,38.01,15.18,0.2,0.2
10.88,21.98,6.03,0.03,0.04
0.59,0,0,0,0
2.67,7.9,0.05,0,0
8.18,37.98,0,0,0
9.38,25.82,2.87,0,0
0.93,0,0,0,0
0.22,0.26,0,0,0
0.92,0,0,0,0
0.81,0.94,0,0,0
1.15,0.78,0,0,0
0.73,1.13,0,0,0
0.11,0.03,0,0,0
0.14,0.04,0,0,0
0.8,1.78,0.07,0,0
6.69,38.21,0,0,0
0.36,0.46,0.02,0,0
5.29,15.1,1.55,0,0
71.08,88.85,63.87,0.17,0.58
6.1,27.78,0.03,0,0
0,0,0,0,0
1.15,1.44,0,0,0
0,0,0,0,0
6.64,19.18,2.14,0,0.01
1.4,2.4,0,0,0
1.06,0,0,0,0
0.31,0,0,0,0
36.12,62.95,24.74,0.01,0.04
17.63,27.68,13.64,0.96,0.72
1.65,3.8,0.01,0,0
10,31.32,2,0,0
1.72,4.35,0,0,0
0.57,0.68,0,0,0
0,0,0,0,0
0,0,0,0,0
9.87,36.78,0.65,0,0
2.45,8.45,0,0,0
0.84,0.01,0,0,0
49.2,71.71,39.56,0.03,0.21
6.82,30.64,0.01,0,0
2.19,6.11,0.25,0,0
0,0,0,0,0
1.4,1.39,0,0,0
17.32,28.1,12.45,0.66,0.68
0.98,0,0,0,0
1.56,4.55,0.02,0,0
8.39,36.6,0.02,0,0
6.04,11.56,3.8,0.16,0.17
2.16,6.19,0.01,0,0
7.27,24.22,0.92,0,0
4.32,21.15,0,0,0
0.22,0,0,0,0
0.26,0,0,0,0
1.07,0.66,0,0,0
0.47,0.52,0,0,0
0.02,0,0,0,0
1.32,1.32,0,0,0
2.75,6.26,1.3,0,0
0,0,0,0,0
0.2,0,0,0,0
0.24,0.55,0.03,0,0
1.53,2.73,0,0,0
17.23,29.11,11.48,0.28,0.25
1.68,4.26,0.4,0,0
4.14,10.33,1.43,0.01,0
8.49,33.8,0.5,0,0
14.67,29.36,8.8,0.01,0.06
1.59,3.76,0,0,0
0.62,0.02,0,0,0
29.87,44.42,22.87,1.56,1.33
11.3,31.37,3.99,0,0.02
42.14,59.79,32.93,1.32,1.4
3.44,15.1,0,0,0
1,1.6,0,0,0
7.35,26.76,0.53,0,0
12.4,30.75,4.73,0,0.01
0.89,0,0,0,0
0,0,0,0,0
1.39,1.78,0,0,0
0,0,0,0,0
1.43,3.89,0.07,0,0
5.52,28.37,0,0,0
0.41,0.06,0,0,0
2.92,6.81,1.1,0.01,0.02
0.38,0,0,0,0
1.79,0.14,0,0,0
1.13,0,0,0,0
7.5,28.72,0.53,0,0
18.16,40.47,8.41,0.01,0.07
1.18,0.26,0,0,0
4.73,24.42,0,0,0
6.74,31.06,0.01,0,0
9.43,38.39,0.03,0,0
0,0,0,0,0
1.28,1.98,0,0,0
1.89,2.85,0,0,0
0.18,0.08,0,0,0
7.39,17.59,2.95,0.01,0
0.65,0,0,0,0
0,0,0,0,0
1.96,1.32,0,0,0
0,0,0,0,0
0,0,0,0,0
0.9,2.56,0.19,0,0
28.91,49.24,19.67,0.21,0.17
1.81,5.04,0.1,0,0
56.57,74.63,47.41,0.81,0.92
4.55,15.93,0.38,0,0
0.82,1.7,0,0,0
1.59,3.64,0,0,0
0.1,0,0,0,0
4.52,10.64,2.12,0,0
0.68,0.08,0,0,0
0,0,0,0,0
0,0,0,0,0
4.29,21.42,0,0,0
0.55,1.2,0.02,0,0
0.04,0,0,0,0
0.35,0,0,0,0
8.58,19.74,4,0.01,0
0,0,0,0,0
4.6,22.39,0,0,0
3.98,19.42,0.04,0,0
1.74,4.44,0.02,0,0
3.9,14.22,0.16,0,0
0,0,0,0,0
0.25,0.24,0,0,0
1.11,0,0,0,0
6.05,22.44,0.28,0,0
8.21,29.82,0.67,0,0
1.6,3.85,0,0,0
2.54,7.47,0.15,0,0
0.1,0,0,0,0
0.04,0,0,0,0
1.04,0.13,0,0,0
0.87,0,0,0,0
4.75,23.29,0.02,0,0
1.3,0.82,0,0,0
6.15,30.43,0,0,0
0.28,0.04,0,0,0
5.78,13.91,1.9,0,0.03
6.25,22.49,0.7,0,0
5.53,12.94,1.98,0,0
2.37,9.89,0,0,0
1.17,3,0,0,0
5.98,16.81,1.53,0,0
2.39,6.96,0.5,0,0
1.08,0,0,0,0
9.63,39.8,0,0,0
0.07,0,0,0,0
0,0,0,0,0
4.13,12.73,0.34,0,0
0.36,0.04,0,0,0
2.22,7.91,0,0,0
0.88,0,0,0,0
25.22,44.02,16.12,0.6,0.6
0.26,0.06,0,0,0
0,0,0,0,0
1.19,0.03,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01,0,0,0,0
