iter,M_lnCltot.1.,SD_lnCltot.1.,M_lnClmet.1.,SD_lnClmet.1.,M_lnkufrac.1.,SD_lnkufrac.1.,M_lnVdist.1.,SD_lnVdist.1.,M_lnVdistmet.1.,SD_lnVdistmet.1.,M_lnkgutabs.1.,SD_lnkgutabs.1.,M_lnFgluc.1.,SD_lnFgluc.1.,geomM_Cltot,geomSD_Cltot,geomM_Clmet,geomSD_Clmet,geomM_kufrac,geomSD_kufrac,geomM_Vdist,geomSD_Vdist,geomM_Vdistmet,geomSD_Vdistmet,geomM_kgutabs,geomSD_kgutabs,geomM_Fgluc,geomSD_Fgluc,Z score,Rand.indiv._Cltot,Rand.indiv._Clmet,Rand.indiv._kufrac,Rand.indiv._Vdist,Rand.indiv._Vdistmet,Rand.indiv._kgutabs,Rand.indiv._Fgluc
46900,0.255959,0.338471,4.01853,0.190977,-1.86732,0.527362,1.07488,0.436628,2.51097,0.0872974,3.54368,0.0417729,-2.26376,0.602619,1.291699767,1.402801067,55.61928535,1.210431612,0.154537267,1.694456431,2.929641322,1.547480307,12.31687163,1.091221161,34.59399112,1.042657664,0.103958864,1.826897184,-0.346703056,1.148676109,52.05587654,3.237390325,2.518087634,0.456912409,0.305186631,0.084357644
25450,0.491946,0.554154,3.27579,0.0949153,-1.47561,0.249716,1.48292,0.495542,1.85484,0.440668,3.66644,0.312599,-2.3144,0.971345,1.6354958,1.740467926,26.46412388,1.099565718,0.228639215,1.283660805,4.405791829,1.64138763,6.390675661,1.553744773,39.11241751,1.366973265,0.098825461,2.641494882,-1.099854446,0.88910251,23.8407663,6.505657733,2.554600696,0.202020516,0.024235147,0.033954356
49250,0.538097,0.421351,5.21626,0.337701,-1.52967,0.367165,1.42992,0.603598,1.52712,0.0617222,2.5104,0.139617,-2.49925,0.610273,1.712744406,1.524019115,184.243822,1.401721326,0.216607136,1.443636099,4.178364909,1.828686592,4.604895607,1.063666817,12.30985302,1.149833328,0.082146585,1.840933905,1.539450572,3.276402553,309.8641568,0.137012056,10.58173378,11.16348247,54.83088971,0.210185484
26850,0.532927,0.558849,2.7811,0.0986298,-1.53684,0.393929,1.466,0.439233,1.8401,0.227199,3.86153,0.159487,-2.63244,0.595804,1.703912368,1.748658635,16.13676163,1.10365765,0.215059617,1.482795266,4.331872948,1.551516749,6.297167946,1.255079604,47.53802894,1.172909014,0.071902805,1.814489208,0.752716988,2.594988633,17.38035119,0.466323082,6.029222965,5.01419821,21.45861576,0.112593847
40150,0.199853,0.568672,2.37498,0.136061,-1.31176,0.2713,1.48942,0.650948,2.06672,0.526268,2.4886,0.18843,-2.0561,0.891959,1.221223225,1.765920351,10.75079817,1.145751782,0.269345591,1.311668512,4.43452275,1.917357623,7.898872281,1.69260371,12.04440215,1.207352565,0.127952011,2.439904746,-0.34651096,1.002805849,10.25569717,2.066464584,3.539053731,0.827064056,0.509718241,0.093932995
30400,0.776133,0.299261,6.70153,0.174594,-1.5028,0.350201,1.56827,0.52939,1.66573,0.269846,2.88057,0.165438,-2.83283,0.615231,2.173052802,1.34886163,813.6497574,1.190762669,0.22250627,1.41935281,4.798339881,1.697896276,5.2895332,1.309762732,17.82443021,1.179909806,0.058846083,1.85008392,2.613919024,4.751104042,1284.217135,0.027931603,19.14521073,101.8936208,2197.366162,0.293855836
39000,0.523209,0.58379,1.71548,0.168394,-1.40523,0.424827,1.46338,0.436695,1.6548,0.167198,3.51047,0.0704851,-2.63195,0.751629,1.687433946,1.79282036,5.559343357,1.18340278,0.245310629,1.529325823,4.320538296,1.547583992,5.232033411,1.181988276,33.46399216,1.073028581,0.071938046,2.12045142,-1.047375759,0.915542499,4.660432274,6.663406484,2.734630272,0.208879154,0.027152231,0.032739008
49950,0.545576,0.485243,6.04562,0.0643072,-1.33844,0.633614,1.56798,0.456021,2.1524,0.187969,4.20942,0.739407,-2.2841,0.482519,1.725602043,1.624569731,422.2594772,1.066419953,0.262254467,1.88440854,4.796948564,1.577783478,8.605486802,1.206796104,67.31748434,2.094692993,0.1018657,1.620150425,-1.75121325,0.737722183,377.286324,19.63881299,2.15844916,0.027838303,0.001317282,0.043757438
36050,0.486437,0.479883,5.82911,0.110202,-1.51083,0.379217,1.5393,0.47695,2.12694,0.426356,2.60203,0.0522978,-2.7823,0.691938,1.626510626,1.615885333,340.0558946,1.116503581,0.220726699,1.461140069,4.6613262,1.611152884,8.389156676,1.531665951,13.49109718,1.053689485,0.061895983,1.9975831,-0.157522245,1.508091211,334.2037154,1.853742065,4.323951854,1.095614766,0.699366882,0.055504253
40300,0.603236,0.62779,2.52073,0.057183,-1.67495,0.427155,1.66421,0.618021,1.66974,0.377643,3.58966,0.0214801,-2.4067,0.55472,1.828024727,1.873465642,12.43767285,1.058849562,0.187317545,1.532890241,5.281499217,1.855252861,5.310786813,1.458842043,36.22175843,1.021712458,0.090112175,1.74145331,-1.335724862,0.790318926,11.52304848,14.3597242,2.313366875,0.156817867,0.008452289,0.042952806
26150,0.609076,0.387256,5.59415,0.0508213,-1.60298,0.470447,1.56786,0.488687,2.32284,0.170178,3.25549,0.055356,-2.63914,0.473777,1.838731626,1.472933514,268.8490313,1.05213486,0.201295762,1.60070955,4.796372965,1.630174395,10.2046143,1.185515854,25.93231826,1.05691681,0.071422667,1.606048798,0.166177405,1.960950289,271.1291706,1.226381475,5.20213302,1.744000346,1.815470896,0.077273132
30150,0.656341,0.393383,3.29567,0.149352,-1.70856,0.561391,1.57172,0.506064,2.26253,0.0245569,2.52803,0.00331169,-2.89212,0.516935,1.927725865,1.481985881,26.99549499,1.161081618,0.181126427,1.75310938,4.814922743,1.658749491,9.607365078,1.024860904,12.52880007,1.00331718,0.055458516,1.676880128,0.95039477,2.801654528,31.11261487,0.34561996,7.78875151,8.800896386,11.08882872,0.090642899
44800,0.402188,0.630405,3.02128,0.228445,-1.5086,0.432295,1.2764,0.427705,2.05896,0.169072,3.54844,0.362831,-2.58798,0.664068,1.495092384,1.878371166,20.51753733,1.256644408,0.221219469,1.540789581,3.583715101,1.533733563,7.837814243,1.184205399,34.75905105,1.437392919,0.075171734,1.9426791,0.516336411,2.070290748,23.08618696,0.707052676,4.469335164,3.428723439,8.980178631,0.105917212
32650,0.243784,0.643969,4.99604,0.170238,-1.72548,0.489189,1.17719,0.553772,2.221,0.279858,3.02671,0.0648073,-2.37378,0.809583,1.27606867,1.904022969,147.8266051,1.185586987,0.178087549,1.630992948,3.245242248,1.739803194,9.216542802,1.322941941,20.62925059,1.066953403,0.093128036,2.246970804,-0.026290639,1.254646229,147.1664611,1.706685134,3.198336979,1.247905433,0.985341657,0.091166803
47600,0.130523,0.57177,3.12068,0.25357,-1.68522,0.396407,1.1528,0.588123,2.24516,0.0740306,3.67904,0.129121,-2.68372,0.605004,1.139424146,1.771399656,22.66178442,1.28861758,0.185403639,1.486474189,3.167048242,1.800605505,9.441926144,1.076839756,39.6083518,1.137827793,0.068308573,1.831259534,-0.470758347,0.87053919,20.11186231,3.28622136,2.401122145,0.374225317,0.201328417,0.051378747
29050,0.469274,0.379033,4.29909,0.0967812,-1.60688,0.385059,1.69584,0.52384,1.79971,0.272163,2.59899,0.147194,-2.52029,0.674498,1.598833019,1.460871244,73.63275739,1.101619313,0.200512237,1.469701031,5.45122307,1.688499053,6.047893321,1.31280097,13.45014652,1.158578705,0.080436277,1.963047279,0.594023833,2.002564553,77.98997864,0.5658275,7.44106099,3.823757712,5.425206715,0.120076996
43350,0.404234,0.735024,4.58729,0.186389,-1.86164,0.487823,1.0371,0.629663,3.04276,0.294673,3.45592,0.0322005,-2.51973,0.672018,1.498154474,2.085532045,98.22787161,1.204890872,0.155417536,1.628766533,2.82102417,1.876977931,20.9630214,1.342687228,31.68742771,1.032724546,0.080481334,1.958184953,0.099818587,1.612205402,100.0725163,1.352556799,3.00402204,1.819200288,1.458145685,0.086065201
26250,0.0983958,0.59397,2.65192,0.3636,-1.75804,0.387397,1.23505,0.47303,2.05558,0.171759,4.13211,0.00397132,-2.39191,0.491298,1.103399424,1.811164484,14.18124051,1.4384987,0.172382402,1.473141212,3.438550444,1.604849528,7.811367152,1.187391637,62.30925686,1.003979216,0.091454838,1.634436342,-0.92183921,0.638170982,10.14254815,7.44860826,2.2232996,0.178502041,0.02225542,0.058145444
43850,0.448698,0.528314,3.78938,0.0806129,-1.47678,0.527089,1.33336,0.455725,2.70225,0.163106,3.25489,0.149916,-2.82046,0.699928,1.566271572,1.696070322,44.22896981,1.083951218,0.228371863,1.693993908,3.793769061,1.577316523,14.91324881,1.177161462,25.91676353,1.161736653,0.05957853,2.013607722,-0.361841826,1.293733077,42.95748394,2.890558603,3.217033411,0.442780519,0.357779165,0.04624864
45500,0.472388,0.294006,3.88413,0.259472,-1.44244,0.355088,1.65793,0.423763,1.40859,0.416554,4.47135,0.332631,-2.58495,0.553171,1.603819545,1.341791954,48.62462063,1.296245488,0.23635036,1.426306164,5.248435331,1.527699486,4.090184177,1.516725902,87.47473423,1.394632584,0.075399849,1.738757887,0.550956284,1.885838318,56.09730257,0.64427258,6.628674686,3.295722817,16.38144643,0.102266108
33500,0.598308,0.463668,4.30864,0.172068,-1.43161,0.391935,1.76529,0.470684,1.66027,0.683017,2.97289,0.0964494,-2.87623,0.747518,1.819038382,1.589895038,74.33931869,1.187758598,0.238923945,1.479841519,5.84326666,1.601088964,5.26073105,1.979841914,19.54833272,1.101253856,0.05634679,2.111752138,0.028323324,1.84308467,74.70249843,1.421037226,5.921686769,2.075166446,1.197997637,0.057552494
42800,0.809564,0.460882,3.1622,0.00545638,-1.69599,0.387973,1.55783,0.477644,1.9089,0.283956,3.79258,0.113824,-2.47577,0.623476,2.246928112,1.585471755,23.62250832,1.005471293,0.183417556,1.473989986,4.748505799,1.612271413,6.745664485,1.328374481,44.37072921,1.12055489,0.08409821,1.865400919,0.207615414,2.472550495,23.64928374,1.036510035,5.243536927,1.974416799,2.462610746,0.095720119
25500,0.516435,0.499551,2.31578,0.115344,-1.47766,0.279382,1.51907,0.529586,1.57044,0.340316,3.07073,0.0388993,-2.52998,0.539585,1.676041897,1.647981161,10.13282344,1.122259428,0.228170984,1.322312371,4.567975002,1.698229096,4.808763584,1.405391624,21.55763401,1.039665784,0.079660613,1.715294867,-0.467786301,1.326775929,9.600581379,2.639557013,3.565616336,0.674142128,0.247202825,0.061890383
47750,0.320156,0.353575,3.40626,0.231925,-1.5065,0.411438,1.28587,0.560836,2.17176,0.445344,3.346,0.319671,-2.4336,0.717828,1.377342613,1.424149794,30.15226365,1.261025148,0.221684518,1.508986148,3.617814087,1.752136674,8.773712193,1.561027097,28.38895043,1.376674764,0.08772047,2.049975824,-0.6997535,1.075451589,25.63528363,4.330212634,2.443479495,0.341518762,0.132429585,0.053082782
25550,0.473361,0.419202,2.46932,0.148336,-1.67818,0.464914,1.62127,0.52682,1.41107,0.290871,2.69646,0.00421286,-2.80703,0.877063,1.605380821,1.520747515,11.81441032,1.159902558,0.186713486,1.591877282,5.059511818,1.693538285,4.100340422,1.337592023,14.8271506,1.004221747,0.060384067,2.403829282,1.27026313,2.73425183,14.26409801,0.188847366,9.87958021,8.030936886,30.8589425,0.183979819
33100,0.274132,0.338282,3.45525,0.103043,-1.67809,0.463054,1.40407,0.510912,2.07439,0.525838,2.51002,0.435596,-2.70942,0.849087,1.315388422,1.402535963,31.66620424,1.108539075,0.186730291,1.588919142,4.071738263,1.666810633,7.959689567,1.691876047,12.30517616,1.545884131,0.066575409,2.337511729,-0.428255463,1.13798697,30.29919887,3.259928328,3.271567229,0.695912845,0.527643835,0.046279964
39850,0.572054,0.493006,3.01494,0.097412,-1.68035,0.440954,1.38959,0.725258,1.75365,0.479493,3.39825,0.566071,-2.83233,0.737676,1.771902805,1.637230345,20.38786763,1.102314434,0.186308757,1.554189208,4.013204302,2.065263869,5.775645355,1.61525526,29.91170873,1.761333161,0.058875514,2.091070216,-0.676742612,1.269236872,19.08718464,4.845829549,2.456596872,0.492984926,0.176635043,0.035737784
38300,0.407307,0.563788,5.66226,0.124723,-1.42352,0.410327,1.55467,0.449022,2.67715,0.241582,4.18891,0.165935,-2.02455,0.724407,1.502765384,1.757316624,287.7983324,1.132834614,0.240864679,1.507310595,4.733524204,1.566779126,14.54358496,1.273261858,65.95086532,1.180496367,0.132053254,2.063507077,0.177245265,1.660694276,294.2314084,1.171183552,5.125648345,2.046424575,2.480349461,0.150145225
28850,0.240417,0.390062,3.03273,0.0369347,-1.74041,0.532424,1.55301,0.517608,1.76358,0.0233867,2.71052,0.0196099,-2.41034,0.716258,1.271779372,1.47707237,20.75381323,1.037625262,0.175448452,1.703055516,4.725673072,1.678009048,5.833283212,1.023662313,15.03709277,1.019803437,0.089784763,2.046759887,1.48181953,2.266911856,21.9213393,0.129179867,10.17579278,13.96695225,56.60579534,0.259506142
46000,-0.153244,0.587157,4.94815,0.397117,-1.43463,0.427985,1.21215,0.427676,2.72549,0.247613,2.51108,0.120356,-2.60277,0.811513,0.857920364,1.79886696,140.9140317,1.487529961,0.238203483,1.534163068,3.360702401,1.533689085,15.2638914,1.280964103,12.31822656,1.127898312,0.074068125,2.251311646,-0.289911388,0.723635475,125.5898275,2.325419782,2.968811954,0.581271352,0.544637585,0.058540476
35500,0.280747,0.454926,3.56481,0.423527,-1.53591,0.315817,1.21052,0.466169,2.40675,0.208854,2.86594,0.00630303,-2.97736,0.732834,1.32411856,1.576056751,35.33273955,1.527338992,0.215259716,1.37137927,3.355228918,1.593876342,11.09783451,1.232265075,17.56555707,1.006322936,0.050927104,2.080969727,-0.501349552,1.054081797,28.57336323,2.961940983,2.655960556,0.368701084,0.239180997,0.035268467
41450,0.22043,0.445063,4.83734,0.0399684,-1.53626,0.413315,1.28405,0.402639,2.09811,0.134902,3.69938,0.258721,-2.94621,0.701525,1.246612659,1.56058851,126.1333903,1.040777885,0.215184388,1.511821175,3.611235653,1.495766822,8.150750427,1.144424625,40.4222348,1.295272373,0.05253845,2.016826023,-1.308091221,0.696454369,119.7082685,11.27833038,2.132641727,0.073562693,0.010250739,0.020986651
31100,0.352689,0.461036,3.73586,0.0761641,-1.74991,0.448909,1.69737,0.514678,2.67881,0.16637,2.70714,0.158711,-2.36809,0.584077,1.422888556,1.585715936,41.92406476,1.079139646,0.173789584,1.56660209,5.459569825,1.673099677,14.56774736,1.181009995,14.9863532,1.17199919,0.093659445,1.793334973,-0.242195749,1.272556718,41.15779667,2.393435456,4.819726464,0.617283799,0.608385349,0.08130474
36900,0.569918,0.423642,2.89035,0.280166,-1.47724,0.281653,1.41042,0.642432,1.8154,0.0992221,3.84572,0.567934,-3.46436,0.90458,1.768122059,1.527514646,17.99960836,1.32334947,0.228266836,1.325318755,4.097676067,1.901098734,6.143533099,1.10431154,46.79236273,1.764617583,0.031293027,2.47089393,-0.390067562,1.49880631,16.13621834,2.358147622,3.189385025,0.54394532,0.393703723,0.021989124
48100,0.435894,0.439954,4.36646,0.170927,-1.81107,0.47995,1.5345,0.438797,2.19543,0.292911,3.13924,0.0675861,-2.61295,0.788992,1.546344874,1.552635796,78.76431193,1.186404138,0.163479121,1.6159936,4.639005447,1.550840435,8.983863288,1.340323496,23.08631459,1.069922376,0.073317937,2.201176522,1.292916694,2.731136631,98.24401881,0.155421789,8.181111048,22.90646297,61.95212449,0.20334544
28700,0.356529,0.280466,2.01616,0.388771,-1.58792,0.290176,1.52722,0.442396,1.88543,0.522113,3.02064,0.157517,-2.65404,0.786755,1.428362952,1.323746535,7.509433273,1.475166699,0.204350218,1.33666272,4.60535612,1.556431965,6.589187183,1.685585532,20.50441031,1.170600658,0.070366358,2.196257993,0.963897586,1.871741911,10.92327057,0.289263785,7.054349921,10.37578189,21.52262281,0.150214838
44850,0.321816,0.255744,2.60623,0.0699114,-1.55626,0.34434,1.20638,0.494669,2.14358,0.0436086,3.38838,0.00503554,-2.93754,0.712517,1.379630901,1.291422082,13.54787895,1.072413161,0.210923452,1.411058314,3.341366984,1.639955324,8.529920147,1.044573429,29.61793233,1.00504824,0.052995939,2.039117263,-0.10975776,1.341443283,13.44431959,1.673892263,3.164788532,0.825582618,0.692902863,0.049009346
35900,0.467001,0.625153,4.1255,0.0221185,-1.47065,0.313954,1.5239,0.599674,1.7449,0.232841,2.18842,0.11092,-3.07342,0.777608,1.595202999,1.868531821,61.89875089,1.022364928,0.229776082,1.368826769,4.59009169,1.821524886,5.725328914,1.262180777,8.921106625,1.117305519,0.046262666,2.17626042,1.868189232,5.128971249,64.51008341,0.087729374,14.07224629,32.87276129,66.63984544,0.197759999
43600,0.375688,0.388802,3.66341,0.019516,-1.63294,0.372939,1.08442,0.601257,2.09684,0.0232671,3.2569,0.314398,-2.43712,0.592129,1.455992793,1.47521243,38.99408625,1.019707682,0.195354387,1.451995765,2.957723841,1.824410644,8.140405545,1.023539891,25.96890862,1.369434663,0.087412237,1.807833198,-2.078376631,0.648956889,37.44407182,43.24161478,0.847708461,0.013105069,0.001573163,0.02553291
27800,0.729106,0.606322,2.21711,0.168248,-1.54696,0.418575,1.20949,0.397269,1.95334,0.368976,3.22785,0.0893821,-2.55345,0.594693,2.073226315,1.833674725,9.180760093,1.183230015,0.212894189,1.519794305,3.351774811,1.487756083,7.052202645,1.446252893,25.22536409,1.093498402,0.077812748,1.81247443,1.267276134,4.470424633,11.36259335,0.213984758,5.545237895,17.19119207,65.36319743,0.165330339
41850,0.671577,0.502093,2.42571,0.116278,-1.77436,0.367636,1.50437,0.517393,1.30602,0.683719,2.84682,0.598845,-2.27123,0.619808,1.957321584,1.652175658,11.31025685,1.123308108,0.169591954,1.444316212,4.501316907,1.677648315,3.691452456,1.981232251,17.23289401,1.820015468,0.103185184,1.858571162,-1.404482549,0.966954482,9.60611215,17.4561785,2.176461865,0.316458459,0.033391163,0.043207572
35150,0.516176,0.389867,2.59489,0.478825,-1.49304,0.31127,1.30774,0.571342,1.94367,0.556328,3.3042,0.0648438,-2.57793,0.47696,1.675607858,1.476784368,13.39511382,1.61417663,0.224688563,1.365157764,3.697807217,1.770641659,6.984336507,1.744255819,27.22675147,1.066992347,0.075931019,1.611168996,-1.168234041,1.062601449,7.656158336,7.810665356,1.897009742,0.180083714,0.02247762,0.04349406
35700,0.486868,0.404734,2.21736,0.0832014,-1.4166,0.411476,1.60531,0.564196,1.95085,0.442037,3.19044,0.501642,-2.46142,0.731437,1.627211803,1.498903739,9.18305557,1.08676066,0.242537243,1.50904349,4.979402978,1.758033755,7.034664505,1.555873307,24.2991167,1.651430695,0.085313719,2.078064642,-1.110608164,1.038074044,8.372527799,7.277326274,2.661019491,0.178245594,0.047754274,0.037863795
41800,0.647303,0.475986,2.24281,0.0126153,-1.81116,0.378553,1.56834,0.607461,2.0319,0.307391,3.55508,0.124188,-2.35973,0.550584,1.910381576,1.609600481,9.419763668,1.012695209,0.163464408,1.460170194,4.798675777,1.835764471,7.628566875,1.359872574,34.99061911,1.13222871,0.09444572,1.734265533,0.086778524,1.990942934,9.43008148,1.247801507,5.05842196,1.622091366,1.541402315,0.099067768
48250,0.375743,0.400763,3.38303,0.388668,-1.8547,0.484878,1.61508,0.476921,2.27076,0.243479,3.17425,0.494996,-2.67799,0.983409,1.456072875,1.492963394,29.45989951,1.475014765,0.156499886,1.623976872,5.028290171,1.611106162,9.686759955,1.275679528,23.90888148,1.640491677,0.068701105,2.673554873,-0.727037452,1.08803497,22.20802717,6.254582296,3.554948481,0.244766994,0.163196117,0.033608873
34300,0.350912,0.461663,3.99697,0.289969,-1.55998,0.332409,1.34832,0.504191,2.03082,0.457352,2.62766,0.211613,-2.89723,0.708736,1.420362329,1.586710492,54.43296802,1.336386059,0.210140274,1.39432301,3.850950496,1.655645561,7.62033247,1.579884906,13.84134323,1.235669588,0.055175846,2.031421918,0.935528549,2.187612829,71.39617368,0.32400484,6.171889771,10.56178279,14.43800474,0.107079124
33550,0.141783,0.539992,3.90344,0.506284,-1.48303,0.486778,1.34403,0.3873,2.34078,0.206897,3.25751,0.094594,-2.39762,0.633296,1.152326567,1.715993134,49.57268617,1.659114456,0.22694899,1.627065361,3.834465305,1.472998324,10.38933709,1.22985589,25.98475448,1.099212484,0.090934119,1.883809394,0.706098792,1.687200589,70.87562079,0.570987654,5.040483763,6.421931513,10.96510412,0.142209997
50000,0.423677,0.317995,4.92441,0.229494,-1.40101,0.572118,1.58127,0.463555,1.93669,0.115916,3.02068,0.0941613,-2.60205,0.507117,1.52756811,1.374369389,137.6081289,1.257963319,0.246348027,1.77201621,4.861125522,1.58971539,6.935755583,1.122901544,20.5052305,1.098736958,0.074121473,1.660497074,-0.700948789,1.222354345,117.1606955,4.731083582,3.512547943,0.28892027,0.1322342,0.051947949
31900,0.471652,0.421847,2.55953,0.148349,-1.45693,0.409985,1.71634,0.412614,1.84794,0.357148,3.49648,0.139598,-2.5019,0.908613,1.602639568,1.524775216,12.92973891,1.159917637,0.232950336,1.506795183,5.564126449,1.510761759,6.346731779,1.429247383,32.99909048,1.149811482,0.081929185,2.480879167,-0.859714455,1.115144548,11.38153403,5.272627323,3.902470366,0.291839078,0.056904754,0.037513751
29950,0.515022,0.523863,2.94925,0.0894748,-1.56258,0.52931,1.71464,0.509795,1.87166,0.189998,3.25797,0.253945,-2.95218,0.842897,1.673675322,1.688537889,19.09162964,1.093599774,0.209594619,1.69776045,5.554675469,1.664949845,6.499075916,1.209247179,25.99671022,1.289100902,0.05222573,2.323087221,0.124685722,1.78664621,19.30581276,1.397211667,5.919216889,1.527095063,1.935116135,0.058013312
47850,0.416917,0.405176,2.847,0.00853611,-1.53576,0.342375,1.39731,0.51788,2.07867,0.174932,3.27843,0.150539,-2.41644,0.692438,1.517276574,1.499566401,17.23599621,1.008572646,0.215292007,1.408288307,4.044306138,1.678465528,7.993830047,1.191165215,26.53408147,1.16246064,0.089238743,1.998582142,-0.417947996,1.28091479,17.17461377,2.675785052,3.257184239,0.499651731,0.295326354,0.066813971
37100,0.239837,0.530693,3.94728,0.182028,-1.41145,0.303442,1.11697,0.667836,2.53985,0.0394812,3.65039,0.119923,-2.62729,0.59895,1.271041954,1.700110077,51.79429458,1.199647784,0.243789532,1.354513027,3.05558175,1.950012924,12.67776916,1.040270942,38.4896741,1.127410038,0.07227406,1.82020658,0.446200994,1.610641818,56.17664351,0.721553759,4.116318052,3.230913113,5.747302687,0.094416643
29700,0.622068,0.372612,3.26419,0.223743,-1.48967,0.426928,1.65089,0.599089,1.75759,0.360492,3.43121,0.123054,-2.90929,0.598469,1.862776283,1.45152104,26.15891369,1.250749535,0.225447041,1.532542315,5.211616102,1.820459606,5.798446286,1.434034786,30.9140261,1.13094549,0.054514421,1.819331271,2.498135783,4.725169203,45.74719117,0.037087699,23.27769645,115.7219662,5971.076335,0.243111966
25200,0.695833,0.422145,4.19417,0.284028,-1.41478,0.371457,1.41813,0.515013,2.10301,0.438078,3.30912,0.0399817,-2.14756,0.633369,2.005378859,1.525229667,66.29868083,1.328470127,0.242979063,1.449845501,4.129391254,1.673660259,8.190787114,1.549725781,27.36103716,1.040791728,0.116768726,1.883946917,1.481742637,3.748453089,100.9904944,0.178193926,8.857342009,34.95975639,140.2246661,0.298474688
46750,0.44865,0.389832,3.39749,0.255612,-1.82214,0.53205,1.43801,0.621187,1.92546,0.158001,2.65972,0.140046,-2.42005,0.639187,1.566196393,1.476732682,29.88898447,1.291251625,0.161679387,1.702418692,4.212304984,1.8611359,6.85830276,1.171167366,14.2922867,1.150326713,0.088917171,1.894939667,-0.731823286,1.177462695,24.78967377,6.459387388,2.673559923,0.286191113,0.164244513,0.055697393
37000,0.48586,0.645688,2.67489,0.28737,-1.43803,0.353228,1.48413,0.574428,2.03569,0.432571,3.04788,0.22663,-2.55194,0.749706,1.6255724,1.9072988,14.51075357,1.332917302,0.237394966,1.4236557,4.411126063,1.776114299,7.657534001,1.541214898,21.07062731,1.254365667,0.077930334,2.11637771,-0.184686967,1.442834875,13.76069729,1.856723545,3.967120969,1.058238346,0.714427531,0.06785373
27800,0.451117,0.42085,1.96603,0.122449,-1.70941,0.340637,1.53964,0.551993,1.66299,0.253839,3.26288,0.33708,-2.70485,0.643409,1.570064969,1.523255773,7.142265336,1.130261475,0.180972535,1.405842827,4.662911321,1.736710836,5.275059717,1.288964264,26.12466795,1.400851127,0.066880355,1.902957015,-2.025601378,0.669410811,5.573354612,44.84536558,1.524280078,0.04439112,0.001888043,0.018167152
25250,0.495839,0.544267,3.86622,0.0257084,-1.46301,0.51357,1.50073,0.519113,2.25923,0.212724,3.43561,0.0684492,-2.85509,0.659355,1.641875195,1.723344708,47.76150594,1.026041711,0.231538295,1.671246909,4.484961898,1.680536353,9.575713028,1.23704318,31.0503475,1.070846225,0.057550641,1.933544796,-0.628662643,1.166116118,46.99579311,4.192552484,3.236145786,0.298922929,0.123515273,0.038021562
30350,0.362901,0.412211,3.33023,0.0257652,-1.5349,0.476282,1.44437,0.603017,2.13342,0.155959,4.18312,0.0272923,-2.41387,0.796207,1.43749354,1.510153045,27.94476826,1.026099992,0.215477238,1.610076994,4.239180618,1.827624434,8.443694924,1.168778282,65.57011316,1.027668146,0.089468381,2.217115441,-0.648491918,1.100302892,27.48173153,4.356427085,2.867149552,0.29301056,0.068192055,0.053386157
29350,0.52988,0.370005,2.99841,0.268499,-1.58092,0.396567,1.38803,0.395823,2.03386,0.0711297,3.40332,0.0696554,-2.47141,0.65564,1.698728449,1.447741853,20.0536263,1.307999669,0.205785688,1.486712044,4.006948584,1.485606342,7.643533529,1.073720478,30.06374618,1.072138659,0.084465678,1.926375003,0.898725439,2.368869663,25.52649371,0.359067092,5.718841212,6.679288178,22.8352561,0.152259397
40200,0.424542,0.466432,4.87539,0.143125,-1.60416,0.352332,1.79458,0.547353,1.97562,0.00624142,3.11487,0.0667657,-2.5949,0.654388,1.528890028,1.594295586,131.0252431,1.153874027,0.201058373,1.422380676,6.016947073,1.728671164,7.211089143,1.006260938,22.5305012,1.069044972,0.074653341,1.923964691,-0.597059928,1.157258845,120.2936453,3.706587543,4.339579515,0.309337578,0.166460313,0.050508742
41050,0.203474,0.607266,3.23242,0.146756,-1.52502,0.319431,1.48856,0.427563,2.11883,0.51271,3.5905,0.0526917,-2.56467,0.552387,1.22565329,1.835406531,25.34090782,1.158071359,0.217616704,1.376344402,4.4307107,1.533515788,8.321395757,1.669810255,36.25219749,1.054104615,0.076944569,1.737395235,-1.420529189,0.517283045,20.57236805,12.01032172,2.413780712,0.082319286,0.006423974,0.035107101
49800,0.529117,0.443236,4.40734,0.357819,-1.54436,0.442864,1.5815,0.46168,2.18415,0.216538,3.67918,0.184948,-2.50687,0.852819,1.697432814,1.557739918,82.05091753,1.43020673,0.213448435,1.557160546,4.86224371,1.586737466,8.883094713,1.241770272,39.61389735,1.203155874,0.081523007,2.346251621,0.399764444,2.026493568,94.66868914,0.839863235,5.847786703,2.973332892,5.237023725,0.114641744
37900,0.491101,0.498995,4.46988,0.118533,-1.40879,0.39101,1.69625,0.658617,2.42643,0.106888,3.50259,0.0100936,-2.53926,0.894127,1.63411439,1.647065138,87.34624084,1.125844026,0.244438875,1.478473298,5.45345853,1.932118366,11.31840317,1.112809613,33.20133215,1.010144712,0.078924783,2.445200198,2.013963078,4.464059288,110.896916,0.086618571,20.54628859,147.4705407,1169.323363,0.477819977
29250,0.677278,0.490827,6.05696,0.116038,-1.54823,0.429715,1.3976,0.646859,2.15384,0.205322,2.59727,0.349864,-2.61371,0.726861,1.968512143,1.633666704,427.075153,1.123038547,0.212623985,1.536819468,4.045479157,1.909533555,8.617887629,1.227920392,13.42703216,1.418874569,0.073262236,2.068577142,1.253516516,3.642017372,493.9407395,0.220685454,9.10158378,18.26882423,36.80320162,0.182213221
