"iter" "M_lnCltot.1." "M_lnClmet.1." "M_lnkufrac.1." "M_lnVdist.1." "M_lnVdistmet.1." "M_lnkgutabs.1." "M_lnFgluc.1." "SD_lnCltot.1." "SD_lnClmet.1." "SD_lnkufrac.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "SD_lnkgutabs.1." "SD_lnFgluc.1." "GSD_Ccpt.1." "GSD_Ctot.1." "GSD_Qu.1." "GSD_Qu_tot.1." "lnCltot.1.1." "lnClmet.1.1." "lnkufrac.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnkgutabs.1.1." "lnFgluc.1.1." "lnCltot.1.2." "lnClmet.1.2." "lnkufrac.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnkgutabs.1.2." "lnFgluc.1.2." "lnCltot.1.3." "lnClmet.1.3." "lnkufrac.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnkgutabs.1.3." "lnFgluc.1.3." "lnCltot.1.4." "lnClmet.1.4." "lnkufrac.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnkgutabs.1.4." "lnFgluc.1.4." "lnCltot.1.5." "lnClmet.1.5." "lnkufrac.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnkgutabs.1.5." "lnFgluc.1.5." "lnCltot.1.6." "lnClmet.1.6." "lnkufrac.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnkgutabs.1.6." "lnFgluc.1.6." "lnCltot.1.7." "lnClmet.1.7." "lnkufrac.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnkgutabs.1.7." "lnFgluc.1.7." "lnCltot.1.8." "lnClmet.1.8." "lnkufrac.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "lnkgutabs.1.8." "lnFgluc.1.8." "lnCltot.1.9." "lnClmet.1.9." "lnkufrac.1.9." "lnVdist.1.9." "lnVdistmet.1.9." "lnkgutabs.1.9." "lnFgluc.1.9." "lnCltot.1.10." "lnClmet.1.10." "lnkufrac.1.10." "lnVdist.1.10." "lnVdistmet.1.10." "lnkgutabs.1.10." "lnFgluc.1.10." "LnPrior" "LnData" "LnPosterior"
41800 0.647303 2.24281 -1.81116 1.56834 2.0319 3.55508 -2.35973 0.475986 0.0126153 0.378553 0.607461 0.307391 0.124188 0.550584 2.04651 1.72756 1.11596 1.10685 -1.68836 0.219491 -0.417624 -0.882898 -0.392577 -0.520246 -0.646287 -0.725651 -0.28008 2.28546 -1.47541 -0.974719 -0.392589 -0.725129 -0.695475 0.0519376 -0.333203 -0.578741 -1.86828 -0.715275 0.893137 -0.0321136 0.811753 2.65571 -0.611522 -0.559737 0.80621 2.3549 -0.0562913 1.45782 1.18046 0.288602 -1.83844 0.486544 1.90969 -1.16353 -0.938278 -0.548123 0.546465 0.892589 -3.12539 -0.698274 -1.62224 1.90202 1.95748 -2.50082 0.406518 0.186401 -0.606338 1.72518 -1.57352 -0.36384 1.42084 0.757458 -0.337023 -3.29458 0.214509 0.120103 0.184915 1.37567 1.43371 1.63333 -1.36591 0.72337 -0.0913206 -0.130652 1.0443 -0.723141 0.582861 -0.824347 -146.7657 -1396.135 -1542.901
48250 0.375743 3.38303 -1.8547 1.61508 2.27076 3.17425 -2.67799 0.400763 0.388668 0.484878 0.476921 0.243479 0.494996 0.983409 1.94137 1.92437 1.10328 1.10144 -1.73816 -0.348047 -0.0329819 -1.24206 -0.790378 0.591891 0.0892934 1.16258 -0.0564403 1.92666 -1.15529 0.0442768 -0.0520522 0.467149 -0.407537 1.83718 -0.119005 -0.905078 -0.329097 -1.53378 0.537404 0.600525 0.90182 2.10162 -0.806167 -0.130919 -0.939571 1.52943 0.22625 1.47451 0.95228 0.131393 -0.226151 -0.457401 1.35375 -1.05448 0.549469 -0.290355 0.533888 -1.31917 0.0569654 -0.0502425 -0.138328 0.239055 1.4615 -2.55556 0.989232 -0.0557631 0.589692 1.17803 1.38846 -0.218878 0.272308 1.15374 -0.708075 -1.72537 0.826053 0.35192 0.439898 1.45438 -0.281183 0.526749 -1.35321 1.38039 -0.955151 -0.00142706 0.958982 1.20674 -0.613038 -0.0168519 -138.1456 -1389.127 -1527.272
34300 0.350912 3.99697 -1.55998 1.34832 2.03082 2.62766 -2.89723 0.461663 0.289969 0.332409 0.504191 0.457352 0.211613 0.708736 2.05713 2.04837 1.10102 1.11813 -2.54348 0.336858 -0.744422 -1.63403 2.32594 -0.705233 -0.589402 0.190858 -0.324627 1.9732 -0.945452 -0.793646 1.47002 -0.31303 -0.898913 -0.859521 -1.13716 -0.611127 0.319378 0.305936 1.41574 0.541264 1.53681 1.90216 -0.161152 0.66201 0.000238257 2.7951 -0.247342 0.510759 0.399464 0.140811 -0.648257 0.109686 2.34512 -1.45483 -0.781647 -1.45044 0.217421 -0.28841 -0.919448 0.051089 -0.310394 0.9289 1.45947 -1.86358 -0.550765 0.639325 0.729835 2.43603 0.932896 -1.07057 2.50901 0.611042 -0.160574 -1.45037 0.999206 0.806007 -0.348194 2.24939 0.151183 0.674497 -1.60042 1.18541 1.70595 -0.649281 1.62997 -0.301836 -0.440115 -0.0710629 -145.6239 -1387.247 -1532.871
33550 0.141783 3.90344 -1.48303 1.34403 2.34078 3.25751 -2.39762 0.539992 0.506284 0.486778 0.3873 0.206897 0.094594 0.633296 2.02029 1.9343 1.10015 1.10166 -2.55272 0.70861 -0.500929 -2.91142 -0.81507 -0.94845 -0.756423 0.981566 0.23142 0.980122 -1.11936 1.17889 0.747694 0.109264 -0.0237287 -0.0306576 -0.956235 -0.656288 -0.710797 0.616811 0.194826 0.412026 -0.437936 1.36991 -0.756934 0.666562 -0.461184 1.76548 0.666789 -0.606271 0.203765 0.621156 0.578652 1.51466 1.5376 -0.57468 -0.338088 -1.14033 0.958554 -1.77926 -0.605874 -0.295148 0.543953 -0.347295 0.862756 -1.62603 -1.13718 -0.599036 0.394885 2.63391 -0.512597 -1.0593 2.23857 0.655284 0.533854 -1.99237 0.924711 -1.51912 -0.428433 2.39587 -0.612446 1.66477 -1.9932 0.554166 0.788791 -0.66735 0.986441 0.700188 0.734334 -0.582047 -140.8685 -1387.99 -1528.859
50000 0.423677 4.92441 -1.40101 1.58127 1.93669 3.02068 -2.60205 0.317995 0.229494 0.572118 0.463555 0.115916 0.0941613 0.507117 2.35991 1.99675 1.10105 1.12004 -1.99986 0.70405 -0.618456 -0.716767 -0.736734 -1.03596 -0.4147 0.0509755 -0.348739 0.762509 -1.88413 -0.466018 0.513903 0.891929 -1.2305 -0.393247 -0.838776 -0.925186 -0.793042 0.103719 0.899063 1.55851 -0.615095 1.0107 0.178686 -0.0807254 -0.590335 3.20328 -0.169677 -0.248078 -0.114682 -0.584963 -0.59144 -0.0223622 2.30725 -2.24737 0.900623 -1.16687 -0.1267 -1.21612 0.908814 -0.418396 -0.506141 0.397419 0.475619 -2.46861 -1.11306 0.333231 1.52482 1.10871 0.495922 -0.892236 0.810968 0.579668 0.657839 -2.43665 0.193238 -0.774316 -0.460366 1.06696 1.77363 -2.6735 -2.23639 0.516526 -0.694553 -0.595505 0.870675 0.753595 -1.18897 -0.221179 -137.0198 -1400.738 -1537.758
31900 0.471652 2.55953 -1.45693 1.71634 1.84794 3.49648 -2.5019 0.421847 0.148349 0.409985 0.412614 0.357148 0.139598 0.908613 1.8889 1.76347 1.10027 1.1096 -1.7983 -0.0206691 -1.14106 -1.40903 -0.151314 -0.26937 0.0919887 0.311033 -0.165165 1.24062 -1.56667 -1.16787 1.22677 -1.1938 -0.328825 0.00357464 -1.28176 -1.05373 -0.84929 0.0704978 0.517502 0.633543 -0.333357 1.51733 -0.667654 0.415494 -0.85343 1.49405 0.142975 -0.997809 0.0451548 -0.313991 -1.74559 -0.988484 1.36489 -1.59189 -1.97662 -1.39953 -0.00976273 0.156492 -0.885426 -0.234946 0.378295 -0.808332 1.05698 -1.9605 -0.834971 1.06027 -0.682524 1.75003 1.70512 -1.25827 0.0410663 0.955922 -0.530438 -2.17237 1.5296 -0.957836 -0.539532 2.01369 0.305593 -1.2255 -2.08218 0.486162 -0.326732 -0.90966 0.419935 1.1357 0.0146586 -0.265384 -137.1947 -1393.788 -1530.982
29950 0.515022 2.94925 -1.56258 1.71464 1.87166 3.25797 -2.95218 0.523863 0.0894748 0.52931 0.509795 0.189998 0.253945 0.842897 2.01636 1.87437 1.10292 1.10989 -2.00444 -0.00894894 -0.39243 -1.48103 1.6599 0.230225 0.0851562 0.394115 1.2055 1.09143 -1.33925 -1.88333 -0.281341 1.12858 -0.809703 1.4691 -0.735955 -1.42462 -0.0786064 -0.329812 1.10204 0.361126 0.595775 1.31067 -0.992513 1.88952 -2.43494 2.41661 0.30831 0.123534 0.173113 -0.0633806 -1.37505 -0.836821 1.91246 -0.991341 2.23778 -0.943194 0.268936 -0.0649199 -1.67042 0.51938 -0.522177 0.230089 0.99772 -2.33643 1.28098 0.802794 0.490873 1.84402 -0.323794 -0.697043 1.17435 -1.10446 0.603419 -1.28204 0.0681447 0.0282876 -0.0641709 0.961826 0.414869 0.313515 -2.03363 0.991602 -0.158198 -0.463049 0.871414 -0.228156 0.0753251 0.0688744 -141.9857 -1388.673 -1530.659
47850 0.416917 2.847 -1.53576 1.39731 2.07867 3.27843 -2.41644 0.405176 0.00853611 0.342375 0.51788 0.174932 0.150539 0.692438 1.98423 1.96 1.1124 1.10667 -2.35417 0.402692 -0.693237 -0.875898 -1.01041 0.696836 -0.715889 0.559065 1.30627 2.05227 -0.608076 1.63116 1.03107 -0.767798 -0.91386 0.0907489 -1.15033 -0.86604 -0.842654 -1.36731 0.455611 0.801875 0.566377 2.29981 0.346925 0.268561 -0.0142123 1.85667 0.404572 0.175382 0.38917 0.504269 -0.052443 -1.11487 1.58435 -1.72517 -0.112668 -1.26013 0.514042 1.13105 0.713502 -0.537556 -0.136783 1.20484 1.3175 -1.61445 -1.15519 -1.77053 -0.343954 1.75561 -0.85654 -1.49011 0.907251 -0.227733 -0.357717 -1.58246 0.749369 0.58204 -0.431187 2.11156 0.268835 0.352292 -1.30788 1.15862 0.924597 -0.779524 1.43084 1.60011 0.771028 -0.412677 -133.319 -1396.071 -1529.39
37100 0.239837 3.94728 -1.41145 1.11697 2.53985 3.65039 -2.62729 0.530693 0.182028 0.303442 0.667836 0.0394812 0.119923 0.59895 1.90977 1.72449 1.10676 1.10314 -2.15196 1.49369 -1.42499 -0.800797 -0.0368384 1.29595 0.172205 0.887121 1.08933 1.46382 -0.092712 -0.552114 0.508246 -0.141544 -0.658834 0.595408 -1.86888 -0.243787 0.848272 1.05634 0.89061 1.13382 0.903665 2.20418 0.917721 1.32356 -1.87076 2.26868 0.0690082 0.261132 -0.120657 0.327641 1.3931 -0.951577 2.06085 -1.11009 -0.900278 -2.05965 0.623832 0.260524 0.821894 -0.1164 -0.196928 1.38245 1.11871 -1.09803 1.87042 -0.253303 0.22721 2.64759 1.03156 -1.97211 1.48214 0.695643 -0.125384 -1.95045 0.870923 -1.27146 -1.04854 1.8094 -1.69895 -1.76049 -1.70484 0.494076 2.19416 -1.40251 0.938631 0.314651 0.17424 -0.125663 -148.4728 -1386.326 -1534.799
29700 0.622068 3.26419 -1.48967 1.65089 1.75759 3.43121 -2.90929 0.372612 0.223743 0.426928 0.599089 0.360492 0.123054 0.598469 1.92533 1.85696 1.11015 1.11087 -2.38436 1.26711 -0.918234 -1.26029 -0.263037 0.3418 -1.68814 0.33828 -1.12008 1.30934 -0.874143 -0.422369 1.50175 -0.0521327 -0.420895 1.10377 -0.775972 -0.115177 -1.16528 0.992505 1.48096 -0.267129 -0.448341 1.94592 -0.406857 0.859863 -0.611139 2.21852 0.0146729 0.317177 0.0500673 0.0688792 -0.118794 0.547717 2.52992 -1.83412 -0.642791 -1.22308 0.336651 0.233667 0.902133 0.271521 -0.827828 -1.10892 1.1683 -1.65653 -0.573642 -0.690836 1.44785 2.33061 0.403183 -1.06772 1.25491 1.37699 -0.5784 -1.49508 0.755403 1.31062 -0.226068 1.69449 0.929525 0.426329 -1.55347 -0.120567 0.863967 -0.7026 0.205868 2.23721 -0.819225 -0.0741773 -137.7321 -1402.534 -1540.266
25200 0.695833 4.19417 -1.41478 1.41813 2.10301 3.30912 -2.14756 0.422145 0.284028 0.371457 0.515013 0.438078 0.0399817 0.633369 1.95118 1.98942 1.10108 1.10137 -3.46258 1.31494 -0.682163 -1.13394 -1.71993 -1.21711 -1.7457 -0.356618 -1.07062 1.05243 -1.33662 1.09671 0.0884291 -0.306454 -0.970303 -1.21353 -1.30148 -0.37148 -0.545418 2.18357 0.144119 -1.06053 -0.865594 1.96673 -0.711926 -1.43792 -0.0442675 1.24918 0.370637 -0.0159411 -0.0471147 1.19365 -0.488052 0.702483 1.35602 -1.83021 -0.197008 -1.72808 0.727356 -0.290852 1.68108 -0.695343 -0.847254 -0.155045 0.812304 -1.8525 -0.289599 -0.288196 -0.890865 0.765224 -1.27051 -1.36464 1.27737 1.34135 -1.53869 -3.56799 -0.432695 -1.5439 -0.777855 1.31792 0.790127 0.429652 -2.18177 0.161965 -0.227071 -0.906926 1.16067 0.15173 -0.478592 -1.33977 -148.1975 -1389.534 -1537.732
46750 0.44865 3.39749 -1.82214 1.43801 1.92546 2.65972 -2.42005 0.389832 0.255612 0.53205 0.621187 0.158001 0.140046 0.639187 1.87143 2.12268 1.10183 1.11137 -2.30114 1.29515 0.0405747 -0.619633 -0.524179 0.291263 -0.467404 1.34813 0.788146 1.6421 -0.217748 0.187499 1.01511 0.141092 -0.424097 0.0303728 -0.33727 -0.431719 -1.53973 -0.131413 0.730724 0.949133 0.252833 2.08436 0.234442 0.959358 0.379946 1.98302 0.215133 1.97069 0.748428 0.537771 2.51498 0.850156 1.60421 -1.23611 -1.01625 -0.36248 0.651387 -0.627536 0.503572 -0.413177 0.0752467 -1.30034 1.40729 -1.22205 -1.85674 0.298291 0.242507 2.13303 -0.740122 -0.328921 1.51723 -0.294064 -0.0689447 -1.76403 1.11468 -0.166916 0.319862 1.84665 1.84228 -0.282756 -1.32224 0.609974 -2.08158 0.114768 0.862648 -0.79104 -0.515092 -0.681284 -136.2942 -1394.552 -1530.846
37000 0.48586 2.67489 -1.43803 1.48413 2.03569 3.04788 -2.55194 0.645688 0.28737 0.353228 0.574428 0.432571 0.22663 0.749706 2.27307 2.02072 1.10551 1.10012 -2.36935 0.940857 -0.749744 -1.77118 -1.33928 1.39998 -1.2601 0.462187 0.87313 1.47076 -0.788843 -0.786355 -0.548332 0.171584 -0.834363 1.26062 -1.27855 -0.90706 -1.70378 0.570172 0.651181 0.288659 -2.29914 1.87037 0.0610961 1.09431 -0.8407 2.30368 -0.503907 0.182672 0.326057 -0.191717 -0.314092 -1.81835 1.56066 -1.0425 -1.09073 -1.78221 0.250262 0.790063 -0.163078 -0.000761207 -0.659452 2.6328 0.635714 -2.25473 0.267482 0.317289 1.15721 1.44895 -0.273391 -1.58812 0.92592 2.10539 0.0232475 -1.5218 0.280082 1.88869 -0.673629 1.34896 0.292551 -1.28769 -1.98996 0.628695 -1.29798 -1.03828 1.11783 0.267738 -0.956422 -0.344582 -150.7757 -1384.273 -1535.049
27800 0.451117 1.96603 -1.70941 1.53964 1.66299 3.26288 -2.70485 0.42085 0.122449 0.340637 0.551993 0.253839 0.33708 0.643409 2.18087 2.18784 1.11238 1.10162 -1.14724 0.883171 -0.572948 -0.541049 -0.138065 0.274517 -0.0669766 0.215133 -1.10807 2.07374 -1.46264 1.34705 0.441579 0.386105 -0.767276 -0.743242 -0.832782 -1.01238 0.823062 -0.46372 1.06036 0.0445738 -0.100139 2.70179 -0.565566 -0.680844 -1.07921 2.82208 -0.0135958 0.495967 0.782214 0.0698377 0.748936 0.928303 2.41988 -1.2911 0.836387 -1.04371 0.487983 0.00618914 2.25821 0.340839 -0.188665 -0.14436 1.76713 -1.91216 -0.85864 -0.0829461 1.16408 1.32681 -0.171724 -0.691111 0.103876 -0.676169 1.64666 -2.45914 0.372176 1.60234 -0.145868 1.17007 0.931042 1.56896 -1.49288 0.870585 2.15103 -0.497557 0.752419 -0.520162 -0.604025 0.16722 -137.5801 -1408.012 -1545.592
25250 0.495839 3.86622 -1.46301 1.50073 2.25923 3.43561 -2.85509 0.544267 0.0257084 0.51357 0.519113 0.212724 0.0684492 0.659355 2.09037 1.86629 1.10426 1.10709 -2.76494 0.658046 -0.746097 -2.50657 1.17952 -2.78246 -0.147495 0.612927 -2.89211 1.02348 -0.680791 -1.23284 0.426592 0.340393 -0.22297 1.19397 -0.822257 -0.173601 -0.215516 -1.14971 0.970076 0.589292 0.789218 1.43554 0.487561 0.330328 -1.82061 3.14963 -0.744754 -0.105552 0.0881005 -0.625353 0.695244 0.50138 2.16586 -1.69268 1.56654 -1.03224 -0.0551449 0.194517 -0.112141 0.211589 -1.18147 -0.0753986 0.500892 -2.94297 -2.23716 -0.173919 1.03437 1.41906 1.26218 -0.963866 0.874266 -0.608268 1.27866 -1.90714 0.284886 0.356226 -0.382878 1.60491 0.333397 -1.39891 -2.02104 1.07998 -0.246917 -0.65413 1.64387 0.101261 0.111485 -0.00967285 -151.8358 -1383.797 -1535.633
30350 0.362901 3.33023 -1.5349 1.44437 2.13342 4.18312 -2.41387 0.412211 0.0257652 0.476282 0.603017 0.155959 0.0272923 0.796207 1.85138 2.00398 1.10595 1.10224 -2.8356 0.865145 -0.44423 -1.38102 -0.314439 -0.139229 -1.02906 0.647947 -0.433225 1.21784 -0.453293 -0.623277 -0.928176 0.497937 -0.840944 -1.18182 -0.934834 -0.752899 0.022227 0.0829373 0.325968 -0.239935 1.5941 1.58669 -0.317907 2.03949 0.460111 1.96163 0.434055 1.7065 0.180415 0.384046 -0.630869 0.0260183 1.33165 -1.23678 -1.91971 -1.02514 0.614254 -0.568912 -0.396227 -0.315902 0.00470949 -0.179805 0.75496 -1.30682 -0.978721 1.06493 0.498877 2.11525 1.55404 -0.779745 1.29438 -0.647062 0.231547 -2.65261 0.175391 -1.87328 -0.248679 1.13169 -1.18454 0.558875 -1.88971 0.791729 0.924713 -0.621291 0.727475 -0.894903 0.813918 -0.503479 -139.0581 -1389.377 -1528.435
29350 0.52988 2.99841 -1.58092 1.38803 2.03386 3.40332 -2.47141 0.370005 0.268499 0.396567 0.395823 0.0711297 0.0696554 0.65564 2.0779 1.96153 1.1029 1.10493 -2.34325 1.06971 -0.999844 -1.22452 2.26016 0.301474 -0.200396 -0.460169 1.58153 1.78113 -1.51334 0.87231 -0.65521 -0.333804 -1.4702 1.12383 -0.861745 -1.05452 0.1455 -0.663108 0.692096 1.53182 0.196869 1.95997 1.11255 -0.840074 0.924238 2.20205 -0.831142 0.687997 0.251777 -0.54503 -0.177381 1.99631 1.81711 -2.07088 -0.11941 -1.20072 0.430017 0.215712 -1.22349 -0.285455 -0.52254 -0.6511 1.37076 -1.90888 0.0973049 -0.672792 -0.11664 2.59376 -0.343212 -0.90787 1.86237 1.93695 -2.193 -2.50187 0.649295 1.67936 -0.253573 2.74003 1.17358 1.92267 -1.65081 0.453743 1.2665 -0.46395 1.49074 0.32835 1.30601 -1.21569 -150.5877 -1391.191 -1541.779
40200 0.424542 4.87539 -1.60416 1.79458 1.97562 3.11487 -2.5949 0.466432 0.143125 0.352332 0.547353 0.00624142 0.0667657 0.654388 1.82487 2.04212 1.10598 1.11055 -3.37042 0.353203 -0.243703 -2.57519 1.71439 0.604932 -1.10303 0.770451 0.321257 1.94871 -1.23189 -0.417733 0.200522 -0.417283 -0.65191 0.710432 -0.755954 -1.11219 0.285614 2.17131 0.516583 1.46038 -0.0445752 2.25687 0.227293 0.471479 0.0796804 2.42844 0.457347 -0.077592 0.536101 0.047375 -0.238197 -0.168475 1.8377 -1.19986 -0.67137 -1.28728 -0.0705884 0.917772 -0.736948 -0.217171 -0.200723 1.27444 1.26159 -2.26777 -0.137164 -0.338142 0.908191 2.05795 -0.202961 -0.809569 1.00519 -0.535734 1.19642 -3.22202 -0.402194 0.190159 -0.0713289 0.179566 0.207261 0.747177 -1.8867 1.30129 0.0525965 -0.583075 0.766112 -0.702246 -0.499176 -0.49162 -141.3872 -1387.034 -1528.421
41050 0.203474 3.23242 -1.52502 1.48856 2.11883 3.5905 -2.56467 0.607266 0.146756 0.319431 0.427563 0.51271 0.0526917 0.552387 2.0245 1.92864 1.10138 1.10367 -1.48216 1.54723 -0.400268 -1.39532 -0.653869 1.09372 -1.67261 0.392021 -0.246533 2.06953 -1.40748 1.04729 0.79943 -0.431145 -0.692157 0.439462 -1.51204 -2.15914 -1.02859 -1.33597 0.806397 0.725182 1.94759 2.64997 0.258322 0.973787 -2.71734 2.59532 -0.530896 -0.763786 0.390697 -0.549931 0.0425329 -0.253525 2.16963 -0.578055 -1.5472 -1.60927 0.426274 0.685155 -0.665872 -0.388524 0.00959286 0.393178 1.29503 -2.18478 -0.891673 0.285312 1.20511 1.66243 -1.84437 -1.28468 1.17835 1.85064 0.178669 -4.06896 0.728265 -0.279532 -0.513749 1.73872 1.87666 -1.09346 -1.69158 1.02906 -2.04861 -0.775504 1.28536 0.435014 0.828612 -0.658509 -159.1356 -1390.346 -1549.481
49800 0.529117 4.40734 -1.54436 1.5815 2.18415 3.67918 -2.50687 0.443236 0.357819 0.442864 0.46168 0.216538 0.184948 0.852819 2.0668 1.771 1.1025 1.11177 -2.77738 0.47516 -0.738734 -1.87716 0.115376 -1.25423 -0.157836 0.481371 -0.153964 1.30513 -1.01369 -0.966724 0.239887 0.20005 -1.04234 0.41664 -0.89723 -1.1272 -0.0670538 0.35643 0.584246 -0.127131 -0.571293 1.64333 -0.552349 1.29556 -0.0879539 2.1384 -0.750092 0.914402 0.294061 -0.420095 0.394129 -1.60134 1.38215 -2.07616 -0.67151 -1.15166 -0.163014 1.09516 -0.0977477 -0.180543 -0.310393 0.214112 1.15199 -1.95426 -0.681605 -0.59669 0.244367 1.94305 -0.251324 -0.875305 1.50027 0.98875 -0.334832 -2.32498 0.597713 -0.058135 -0.279861 1.98959 -0.668616 -0.481049 -1.18387 0.334375 -1.42794 -0.657134 0.728965 1.07842 -2.47525 -0.405508 -140.7101 -1379.928 -1520.638
37900 0.491101 4.46988 -1.40879 1.69625 2.42643 3.50259 -2.53926 0.498995 0.118533 0.39101 0.658617 0.106888 0.0100936 0.894127 2.0382 1.71536 1.10785 1.11028 -2.33616 1.92723 -0.634574 -1.12744 -0.410739 -0.396979 -0.0204756 0.0866872 -0.941295 1.29839 -1.10823 -0.988274 0.91927 0.139573 -0.591251 0.0755957 -1.2515 -0.696367 -1.70522 0.695982 0.364203 0.415492 0.605799 1.6725 -0.511064 1.58885 -1.41879 1.22576 -0.846382 -0.395096 -0.088335 -0.952248 -1.18059 -0.394294 1.35066 -0.976268 -1.29235 -1.50745 0.383214 0.886656 1.11893 -0.223839 -0.815965 -0.807978 0.623039 -2.2122 0.559392 -1.20354 0.684666 1.527 0.354402 -1.43469 0.624172 -0.594841 2.03806 -2.43502 0.48476 -1.80694 -0.656213 0.862066 0.927435 0.694457 -2.11375 -0.60447 -0.787941 -1.00976 -0.272152 0.190785 -0.42559 -0.331029 -142.3412 -1394.175 -1536.516
29250 0.677278 6.05696 -1.54823 1.3976 2.15384 2.59727 -2.61371 0.490827 0.116038 0.429715 0.646859 0.205322 0.349864 0.726861 1.88033 1.90266 1.1051 1.10205 -2.52038 0.753954 -0.772299 -0.959404 -0.137319 0.0389009 -0.268704 -0.299807 -1.08838 1.46105 -0.898115 0.578296 -1.09583 -0.526088 -1.17229 1.01724 -0.8022 -0.367367 0.227481 0.915759 0.655535 -0.617969 0.00129531 1.80508 -0.202323 -0.641102 -0.875117 2.15871 -0.842285 1.20892 0.365659 0.00046474 0.931849 1.25289 1.73205 -2.53903 -0.185928 -1.07198 -0.171103 -0.572988 0.43716 -0.277451 -1.24916 -1.1268 1.1209 -1.82036 0.934827 1.19898 0.150437 1.64361 0.607385 -1.00756 1.02263 1.3793 -0.58458 -2.85485 0.67373 -0.432957 -0.21077 1.78339 0.0597823 -1.05127 -2.42264 0.140884 -0.256109 -0.494596 0.834111 -1.35419 -0.171486 -0.421027 -142.3558 -1382.773 -1525.129
25950 0.518278 3.8357 -1.55135 1.63616 2.08807 3.72691 -2.31916 0.535772 0.154877 0.426954 0.624633 0.317342 0.133985 0.568399 2.25474 1.91361 1.10208 1.10017 -2.74666 -1.27308 -0.695844 -2.02512 2.32368 0.498524 -1.22083 0.0888107 0.554175 1.43854 -1.05771 0.84867 1.54334 -0.111476 -1.21473 0.696658 -0.897301 -1.46966 -1.04737 0.936717 0.242998 0.363717 -1.10275 1.94763 -0.203553 -1.13443 -0.719256 2.06391 -0.119922 -0.0568793 0.224434 -0.121102 0.0342147 -0.380153 1.6016 -1.18623 0.871249 -1.12656 0.185014 -0.188305 -0.753872 -0.535811 -0.0188489 0.530259 0.878304 -1.54963 -2.46283 0.0378418 0.220923 0.927213 -0.413507 -0.879905 0.538946 1.9212 -1.37673 -2.95415 1.12617 -0.348501 -0.429522 1.51195 2.1342 -0.650651 -1.96407 0.668713 -0.485407 -0.509694 0.871787 0.986822 -0.66102 -1.11252 -144.9523 -1385.007 -1529.959
48750 0.484402 3.54541 -1.60313 1.48847 1.90445 3.13867 -2.68909 0.516212 0.06064 0.331407 0.471778 0.0346974 0.133999 0.677396 2.02221 1.77075 1.1081 1.10205 -2.35148 -0.197462 -0.557855 -1.66991 1.49631 -0.852229 0.297234 -0.407815 1.27693 2.0941 -2.17527 -0.199799 -0.511066 -0.745799 -0.462368 0.145927 -1.11432 -0.881415 -0.239481 1.14738 0.903554 0.510228 -1.96557 2.34227 0.174767 0.216344 0.31962 2.573 -0.618615 -0.512025 0.482793 -0.471907 -0.780193 -0.949624 2.03121 -0.461271 -0.870844 -1.32497 1.29634 1.28964 1.12198 -0.0908618 -0.484279 2.35825 1.52351 -2.24327 1.6051 0.27242 0.76656 1.00473 0.650701 -1.01813 1.16652 2.05981 -0.38493 -1.78453 0.88593 -0.593849 -0.0577557 2.05414 -0.403629 -1.27373 -1.73134 0.516087 1.65526 -0.573558 1.27745 0.209115 0.487548 -0.213268 -143.2036 -1393.081 -1536.284
47350 0.550524 3.33387 -1.49751 1.21832 2.20159 4.205 -2.44848 0.361843 0.400982 0.413735 0.494072 0.0891892 0.0443207 0.663457 2.62146 2.38404 1.10001 1.11065 -4.17994 -0.810594 -0.868604 -1.74744 1.07434 -0.133457 -0.622894 0.839008 0.64497 1.36761 -0.318776 -1.44259 -0.826468 -0.171099 -0.749725 -0.919333 -1.11576 -0.0522108 0.838513 -1.14616 0.748631 0.449605 0.8323 1.69911 0.6214 -1.18257 -1.40075 2.0371 -1.02439 1.76948 0.10679 0.0697814 0.36303 0.948806 1.58242 -1.87282 -0.180031 -1.33985 0.93833 -0.0174422 -0.358538 -0.362006 -0.630954 0.911871 0.994977 -1.07415 0.779319 0.815928 0.443524 0.683537 0.778302 -1.15899 1.1878 -0.544268 -0.779618 -1.95936 0.383891 -0.0623101 -0.527539 1.89112 0.325017 -0.657599 -2.59024 1.20045 -0.0157031 -0.670196 2.25229 0.646267 -0.284255 -0.40363 -142.0971 -1399.091 -1541.188
