Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	Ctot	8.1		0.129315
1_1	1	Ctot	8.2		0.126093
1_1	1	Ctot	8.3		0.122952
1_1	1	Ctot	8.4		0.119889
1_1	1	Ctot	8.5		0.116902
1_1	1	Ctot	8.6		0.113989
1_1	1	Ctot	8.7		0.111149
1_1	1	Ctot	8.8		0.10838
1_1	1	Ctot	8.9		0.10568
1_1	1	Ctot	9		0.103047
1_1	1	Ctot	9.1		0.10048
1_1	1	Ctot	9.2		0.0979765
1_1	1	Ctot	9.3		0.0955355
1_1	1	Ctot	9.4		0.0931554
1_1	1	Ctot	9.5		0.0908345
1_1	1	Ctot	9.6		0.0885715
1_1	1	Ctot	9.7		0.0863648
1_1	1	Ctot	9.8		0.0842131
1_1	1	Ctot	9.9		0.082115
1_1	1	Ctot	10		0.0800692
1_1	1	Ctot	10.1		0.0780744
1_1	1	Ctot	10.2		0.0761293
1_1	1	Ctot	10.3		0.0742326
1_1	1	Ctot	10.4		0.0723831
1_1	1	Ctot	10.5		0.0705798
1_1	1	Ctot	10.6		0.0688214
1_1	1	Ctot	10.7		0.0671067
1_1	1	Ctot	10.8		0.0654349
1_1	1	Ctot	10.9		0.0638046
1_1	1	Ctot	11		0.062215
1_1	1	Ctot	11.1		0.060665
1_1	1	Ctot	11.2		0.0591536
1_1	1	Ctot	11.3		0.0576798
1_1	1	Ctot	11.4		0.0562428
1_1	1	Ctot	11.5		0.0548416
1_1	1	Ctot	11.6		0.0534753
1_1	1	Ctot	11.7		0.052143
1_1	1	Ctot	11.8		0.0508439
1_1	1	Ctot	11.9		0.0495772
1_1	1	Ctot	12		0.048342
1_1	1	Ctot	12.1		0.0471376
1_1	1	Ctot	12.2		0.0459632
1_1	1	Ctot	12.3		0.0448181
1_1	1	Ctot	12.4		0.0437015
1_1	1	Ctot	12.5		0.0426127
1_1	1	Ctot	12.6		0.0415511
1_1	1	Ctot	12.7		0.0405159
1_1	1	Ctot	12.8		0.0395065
1_1	1	Ctot	12.9		0.0385222
1_1	1	Ctot	13		0.0375625
1_1	1	Ctot	13.1		0.0366267
1_1	1	Ctot	13.2		0.0357141
1_1	1	Ctot	13.3		0.0348244
1_1	1	Ctot	13.4		0.0339568
