Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	Ctot	6		0.150088
1_1	1	Ctot	6.1		0.146183
1_1	1	Ctot	6.2		0.14238
1_1	1	Ctot	6.3		0.138675
1_1	1	Ctot	6.4		0.135067
1_1	1	Ctot	6.5		0.131553
1_1	1	Ctot	6.6		0.12813
1_1	1	Ctot	6.7		0.124796
1_1	1	Ctot	6.8		0.121549
1_1	1	Ctot	6.9		0.118387
1_1	1	Ctot	7		0.115307
1_1	1	Ctot	7.1		0.112307
1_1	1	Ctot	7.2		0.109385
1_1	1	Ctot	7.3		0.106539
1_1	1	Ctot	7.4		0.103767
1_1	1	Ctot	7.5		0.101067
1_1	1	Ctot	7.6		0.0984371
1_1	1	Ctot	7.7		0.0958759
1_1	1	Ctot	7.8		0.0933814
1_1	1	Ctot	7.9		0.0909517
1_1	1	Ctot	8		0.0885853
1_1	1	Ctot	8.1		0.0862804
1_1	1	Ctot	8.2		0.0840355
1_1	1	Ctot	8.3		0.0818491
1_1	1	Ctot	8.4		0.0797195
1_1	1	Ctot	8.5		0.0776453
1_1	1	Ctot	8.6		0.0756251
1_1	1	Ctot	8.7		0.0736574
1_1	1	Ctot	8.8		0.071741
1_1	1	Ctot	8.9		0.0698744
1_1	1	Ctot	9		0.0680564
1_1	1	Ctot	9.1		0.0662856
1_1	1	Ctot	9.2		0.064561
1_1	1	Ctot	9.3		0.0628812
1_1	1	Ctot	9.4		0.0612451
1_1	1	Ctot	9.5		0.0596516
1_1	1	Ctot	9.6		0.0580996
1_1	1	Ctot	9.7		0.0565879
1_1	1	Ctot	9.8		0.0551156
1_1	1	Ctot	9.9		0.0536816
1_1	1	Ctot	10		0.0522848
1_1	1	Ctot	10.1		0.0509245
1_1	1	Ctot	10.2		0.0495995
1_1	1	Ctot	10.3		0.048309
1_1	1	Ctot	10.4		0.0470521
1_1	1	Ctot	10.5		0.0458278
1_1	1	Ctot	10.6		0.0446354
1_1	1	Ctot	10.7		0.0434741
1_1	1	Ctot	10.8		0.042343
1_1	1	Ctot	10.9		0.0412413
1_1	1	Ctot	11		0.0401682
1_1	1	Ctot	11.1		0.0391231
1_1	1	Ctot	11.2		0.0381052
1_1	1	Ctot	11.3		0.0371138
1_1	1	Ctot	11.4		0.0361481
1_1	1	Ctot	11.5		0.0352076
1_1	1	Ctot	11.6		0.0342915
1_1	1	Ctot	11.7		0.0333993
1_1	1	Ctot	11.8		0.0325303
1_1	1	Ctot	11.9		0.0316839
1_1	1	Ctot	12		0.0308596
1_1	1	Ctot	12.1		0.0300566
1_1	1	Ctot	12.2		0.0292746
1_1	1	Ctot	12.3		0.0285129
1_1	1	Ctot	12.4		0.0277711
1_1	1	Ctot	12.5		0.0270485
1_1	1	Ctot	12.6		0.0263448
1_1	1	Ctot	12.7		0.0256593
1_1	1	Ctot	12.8		0.0249917
